"","ceRNA","log_rank_p","cancer","sur_sig"
"3228","IL6R-AS1-MIR302C-IGF1R",0.109747258732936,"TGCT","no_sig"
"3229","IL6R-AS1-MIR302C-IL6ST",0.569382941488046,"TGCT","no_sig"
"3230","IL6R-AS1-MIR302C-MALT1",0.105288703884123,"TGCT","no_sig"
"3231","IL6R-AS1-MIR302C-NR1D2",0.105216684556808,"TGCT","no_sig"
"3232","IL6R-AS1-MIR302C-PPARD",0.111903158271535,"TGCT","no_sig"
"3233","IL6R-AS1-MIR302C-TLR7",0.270470435477742,"TGCT","no_sig"
"3234","IL6R-AS1-MIR302C-TXK",0.274690891319252,"TGCT","no_sig"
"3235","IL6R-AS1-MIR302D-CCL5",0.258949260681863,"TGCT","no_sig"
"3236","IL6R-AS1-MIR302D-CD28",0.276902814800003,"TGCT","no_sig"
"3237","IL6R-AS1-MIR302D-ESR1",0.111677803271433,"TGCT","no_sig"
"3238","IL6R-AS1-MIR302D-IFNAR2",0.111677803271433,"TGCT","no_sig"
"3239","IL6R-AS1-MIR302D-IRF9",0.112876659100474,"TGCT","no_sig"
"3240","IL6R-AS1-MIR302D-NR1D2",0.0337464856822949,"TGCT","sig"
"3241","IL6R-AS1-MIR302D-TLR7",0.0358018992066772,"TGCT","sig"
"3242","IL6R-AS1-MIR302D-TXK",0.0078673827574034,"TGCT","sig"
"3243","IL6R-AS1-MIR373-ACVR1B",0.0345385508477725,"TGCT","sig"
"3244","IL6R-AS1-MIR373-CCL5",0.258949260681863,"TGCT","no_sig"
"3245","IL6R-AS1-MIR373-CD28",0.106150631149977,"TGCT","no_sig"
"3246","IL6R-AS1-MIR373-CD3D",0.279422119518845,"TGCT","no_sig"
"3247","IL6R-AS1-MIR373-CREB1",0.106523206536277,"TGCT","no_sig"
"3248","IL6R-AS1-MIR373-ESR1",0.0328852849687472,"TGCT","sig"
"3249","IL6R-AS1-MIR373-IFNAR2",0.108422025222594,"TGCT","no_sig"
"3250","IL6R-AS1-MIR373-JAK1",0.104978916452807,"TGCT","no_sig"
"3251","IL6R-AS1-MIR373-NR1D2",0.109956749018649,"TGCT","no_sig"
"3252","IL6R-AS1-MIR373-NR2C2",0.00790339207742718,"TGCT","sig"
"3253","IL6R-AS1-MIR373-TLR7",0.0336645166215477,"TGCT","sig"
"3254","IL6R-AS1-MIR373-TNFRSF13C",0.102980007889527,"TGCT","no_sig"
"3255","IL6R-AS1-MIR520G-CD28",0.268124545564948,"TGCT","no_sig"
"3256","IL6R-AS1-MIR520G-RFXAP",0.0346172215997308,"TGCT","sig"
"3257","IL6R-AS1-MIR520G-TXK",0.00776401058664988,"TGCT","sig"
"3258","IQCH-AS1-MIR515-1-NRG2",0.108264696349044,"TGCT","no_sig"
"3259","IQCH-AS1-MIR519E-NRG2",0.108264696349044,"TGCT","no_sig"
"3260","KCNQ1OT1-MIR193A-TCF7L2",0.0016015404511952,"TGCT","sig"
"3261","KCNQ1OT1-MIR373-CREB1",0.279890712709681,"TGCT","no_sig"
"3262","KCNQ1OT1-MIR373-ESR1",0.0336297211372308,"TGCT","sig"
"3263","KCNQ1OT1-MIR373-JAK1",0.108330952748964,"TGCT","no_sig"
"3264","KCNQ1OT1-MIR373-MICA",0.0078673827574034,"TGCT","sig"
"3265","KCNQ1OT1-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3266","KCNQ1OT1-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3267","KCNQ1OT1-MIR373-PTGDR2",0.0336297211372308,"TGCT","sig"
"3268","KCNQ1OT1-MIR373-RELA",0.102636393465845,"TGCT","no_sig"
"3269","KCNQ1OT1-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3270","KCNQ1OT1-MIR589-AR",0.0972591447904899,"TGCT","no_sig"
"3271","KCNQ1OT1-MIR589-FGF1",0.10166567803918,"TGCT","no_sig"
"3272","KCNQ1OT1-MIR589-GDF6",0.0302668455329986,"TGCT","sig"
"3273","KCNQ1OT1-MIR589-PTGS2",0.0972591447904899,"TGCT","no_sig"
"3274","KCNQ1OT1-MIR589-RNASEL",0.0972591447904899,"TGCT","no_sig"
"3275","KCNQ1OT1-MIR589-SEMA6D",0.00126016154288855,"TGCT","sig"
"3276","LIFR-AS1-MIR766-CSF1",0.00725759639235379,"TGCT","sig"
"3277","LIFR-AS1-MIR766-RARA",0.000176263803971399,"TGCT","sig"
"3278","LINC-PINT-MIR331-IL6R",0.00764632278849053,"TGCT","sig"
"3279","LINC00174-MIR200B-TBK1",0.00131050282117662,"TGCT","sig"
"3280","LINC00174-MIR429-TBK1",0.00133506637843284,"TGCT","sig"
"3281","LINC00174-MIR520G-CD28",0.00131050282117662,"TGCT","sig"
"3282","LINC00174-MIR520G-RFXAP",0.00128982297629332,"TGCT","sig"
"3283","LINC00174-MIR520G-TXK",0.00131050282117662,"TGCT","sig"
"3284","LINC00294-MIR516B2-ANXA6",0.592953695003105,"TGCT","no_sig"
"3285","LINC00294-MIR516B2-CBLB",0.00764632278849053,"TGCT","sig"
"3286","LINC00294-MIR516B2-IFNAR2",0.109371733025367,"TGCT","no_sig"
"3287","LINC00294-MIR516B2-IL6ST",0.57591632837054,"TGCT","no_sig"
"3288","LINC00294-MIR516B2-PLCG1",0.103898450630945,"TGCT","no_sig"
"3289","LINC00324-MIR516B2-CBLB",0.0075220370117588,"TGCT","sig"
"3290","LINC00324-MIR516B2-IFNAR2",0.283231463627843,"TGCT","no_sig"
"3291","LINC00324-MIR516B2-IL6ST",0.967238281998466,"TGCT","no_sig"
"3292","LINC00467-MIR331-SOCS1",0.117251227196485,"TGCT","no_sig"
"3293","LINC00472-MIR373-CREB1",0.279890712709681,"TGCT","no_sig"
"3294","LINC00472-MIR373-ESR1",0.0332148946806506,"TGCT","sig"
"3295","LINC00472-MIR373-JAK1",0.109521670245011,"TGCT","no_sig"
"3296","LINC00472-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3297","LINC00472-MIR373-NR1D2",0.104282972825639,"TGCT","no_sig"
"3298","LINC00472-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3299","LINC00472-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3300","LINC00472-MIR373-PTGDR2",0.0327654072595276,"TGCT","sig"
"3301","LINC00472-MIR373-RELA",0.101574774739091,"TGCT","no_sig"
"3302","LINC00472-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3303","LINC00482-MIR589-AR",0.0302668455329986,"TGCT","sig"
"3304","LINC00482-MIR589-C3",0.0012842197123577,"TGCT","sig"
"3305","LINC00482-MIR589-GDF6",0.0302668455329986,"TGCT","sig"
"3306","LINC00482-MIR589-PTGS2",0.0294427989773159,"TGCT","sig"
"3307","LINC00482-MIR589-RNASEL",0.0994525098909836,"TGCT","no_sig"
"3308","LINC00482-MIR589-SEMA6D",0.00126016154288855,"TGCT","sig"
"3309","LINC00484-MIR302A-CCL5",0.258949260681863,"TGCT","no_sig"
"3310","LINC00484-MIR302A-CD28",0.646969172980115,"TGCT","no_sig"
"3311","LINC00484-MIR302A-ESR1",0.256811213107144,"TGCT","no_sig"
"3312","LINC00484-MIR302A-IFNAR2",0.256811213107144,"TGCT","no_sig"
"3313","LINC00484-MIR302A-MICA",0.00714393252449341,"TGCT","sig"
"3314","LINC00484-MIR302A-TLR7",0.552049074802105,"TGCT","no_sig"
"3315","LINC00484-MIR302A-TXK",0.101907278425165,"TGCT","no_sig"
"3316","LINC00484-MIR302C-ADA2",0.270470435477742,"TGCT","no_sig"
"3317","LINC00484-MIR302C-CCL5",0.258949260681863,"TGCT","no_sig"
"3318","LINC00484-MIR302C-CD28",0.319234041983491,"TGCT","no_sig"
"3319","LINC00484-MIR302C-ESR1",0.947797968651177,"TGCT","no_sig"
"3320","LINC00484-MIR302C-IFNAR2",0.555396641144393,"TGCT","no_sig"
"3321","LINC00484-MIR302C-IL6ST",0.967563220955449,"TGCT","no_sig"
"3322","LINC00484-MIR302C-PPARD",0.288354134363282,"TGCT","no_sig"
"3323","LINC00484-MIR302C-TLR7",0.566015989067679,"TGCT","no_sig"
"3324","LINC00484-MIR302C-TXK",0.265948184077701,"TGCT","no_sig"
"3325","LINC00511-MIR150-VEGFA",0.0341141834861695,"TGCT","sig"
"3326","LINC00511-MIR589-AR",0.0972591447904899,"TGCT","no_sig"
"3327","LINC00511-MIR589-C3",0.0012842197123577,"TGCT","sig"
"3328","LINC00511-MIR589-FGF1",0.10166567803918,"TGCT","no_sig"
"3329","LINC00511-MIR589-GDF6",0.0302668455329986,"TGCT","sig"
"3330","LINC00511-MIR589-PTGS2",0.0994525098909836,"TGCT","no_sig"
"3331","LINC00511-MIR589-RNASEL",0.0994525098909836,"TGCT","no_sig"
"3332","LINC00511-MIR589-SEMA6D",0.00126016154288855,"TGCT","sig"
"3333","LINC00641-MIR329-2-IL6ST",0.576405445214195,"TGCT","no_sig"
"3334","LINC00641-MIR329-2-NR3C1",0.00798654261640841,"TGCT","sig"
"3335","LINC00641-MIR520F-IL6ST",0.576405445214195,"TGCT","no_sig"
"3336","LINC00641-MIR520F-MALT1",0.10864574776201,"TGCT","no_sig"
"3337","LINC00641-MIR520F-NR2C2",0.109747258732936,"TGCT","no_sig"
"3338","LINC00641-MIR520F-PPARD",0.292538102798314,"TGCT","no_sig"
"3339","LINC00665-MIR181B1-NR6A1",0.00146753442951009,"TGCT","sig"
"3340","LINC00668-MIR518C-ACVR1B",0.0336645166215477,"TGCT","sig"
"3341","LINC00668-MIR518C-IGF1R",0.0324961794940793,"TGCT","sig"
"3342","LINC00668-MIR518C-PRLR",0.00141722942217859,"TGCT","sig"
"3343","LINC00683-MIR182-NOX4",0.00764632278849053,"TGCT","sig"
"3344","LINC00683-MIR182-RARG",0.00758435166836546,"TGCT","sig"
"3345","LINC00683-MIR182-S100A16",0.001263917379696,"TGCT","sig"
"3346","LINC00683-MIR25-C3",0.00679031829760579,"TGCT","sig"
"3347","LINC00683-MIR25-ENG",0.0315978806385324,"TGCT","sig"
"3348","LINC00683-MIR25-PDGFRL",0.029602442590124,"TGCT","sig"
"3349","LINC00683-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3350","LINC00683-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3351","LINC00683-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3352","LINC00683-MIR25-TLR3",0.0307611739510725,"TGCT","sig"
"3353","LINC00683-MIR25-TNFRSF10A",0.0303305375667147,"TGCT","sig"
"3354","LINC00683-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3355","LINC00685-MIR193A-TCF7L2",0.0083529353263776,"TGCT","sig"
"3356","LINC00837-MIR503-NR6A1",0.00146753442951009,"TGCT","sig"
"3357","LINC00837-MIR503-PSME3",0.102736425521647,"TGCT","no_sig"
"3358","LINC00837-MIR503-TXK",0.00149049926406897,"TGCT","sig"
"3359","LINC00847-MIR516B2-ANXA6",0.592953695003105,"TGCT","no_sig"
"3360","LINC00847-MIR516B2-IFNAR2",0.0306665339031763,"TGCT","sig"
"3361","LINC00847-MIR516B2-IL6ST",0.967238281998466,"TGCT","no_sig"
"3362","LINC00847-MIR766-CSF1",0.00725759639235379,"TGCT","sig"
"3363","LINC00847-MIR766-RARA",0.000176263803971399,"TGCT","sig"
"3364","LINC00886-MIR589-AR",0.0972591447904899,"TGCT","no_sig"
"3365","LINC00886-MIR589-C3",0.0012842197123577,"TGCT","sig"
"3366","LINC00886-MIR589-FGF1",0.0994525098909836,"TGCT","no_sig"
"3367","LINC00886-MIR589-GDF6",0.0302668455329986,"TGCT","sig"
"3368","LINC00886-MIR589-PTGS2",0.0972591447904899,"TGCT","no_sig"
"3369","LINC00886-MIR589-RNASEL",0.0994525098909836,"TGCT","no_sig"
"3370","LINC00886-MIR589-SEMA6D",0.00692856280072196,"TGCT","sig"
"3371","LINC00887-MIR589-AR",0.0972591447904899,"TGCT","no_sig"
"3372","LINC00887-MIR589-C3",0.0012842197123577,"TGCT","sig"
"3373","LINC00887-MIR589-GDF6",0.0302668455329986,"TGCT","sig"
"3374","LINC00887-MIR589-RNASEL",0.0972591447904899,"TGCT","no_sig"
"3375","LINC00887-MIR589-SEMA6D",0.00126016154288855,"TGCT","sig"
"3376","LINC00899-MIR516B2-ANXA6",0.585868888542331,"TGCT","no_sig"
"3377","LINC00899-MIR516B2-CBLB",0.0013920445836012,"TGCT","sig"
"3378","LINC00899-MIR516B2-IL6ST",0.565737021229204,"TGCT","no_sig"
"3379","LINC00899-MIR516B2-PLCG1",0.105060742753992,"TGCT","no_sig"
"3380","LINC00963-MIR182-CCL22",0.00860949490399887,"TGCT","sig"
"3381","LINC00963-MIR182-NOX4",0.00774830918094271,"TGCT","sig"
"3382","LINC00963-MIR182-RARG",0.00783012871581124,"TGCT","sig"
"3383","LINC00963-MIR182-S100A16",0.001263917379696,"TGCT","sig"
"3384","LINC00963-MIR25-C3",0.00123439772274869,"TGCT","sig"
"3385","LINC00963-MIR25-ENG",0.0315978806385324,"TGCT","sig"
"3386","LINC00963-MIR25-IL6ST",0.0307611739510725,"TGCT","sig"
"3387","LINC00963-MIR25-PDGFRL",0.0307611739510725,"TGCT","sig"
"3388","LINC00963-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3389","LINC00963-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3390","LINC00963-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3391","LINC00963-MIR25-TLR3",0.0307611739510725,"TGCT","sig"
"3392","LINC00963-MIR25-TNFRSF10A",0.0303305375667147,"TGCT","sig"
"3393","LINC00963-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3394","LINC00963-MIR320B2-MAPK3",0.0328001742518259,"TGCT","sig"
"3395","LINC00963-MIR320B2-THRB",0.00799491848572598,"TGCT","sig"
"3396","LINC00963-MIR516B2-ANXA6",0.579570476995965,"TGCT","no_sig"
"3397","LINC00963-MIR516B2-IL6ST",0.00752875433085287,"TGCT","sig"
"3398","LINC00963-MIR589-AR",0.0307611739510725,"TGCT","sig"
"3399","LINC00963-MIR589-C3",0.0012842197123577,"TGCT","sig"
"3400","LINC00963-MIR589-FGF1",0.0307611739510725,"TGCT","sig"
"3401","LINC00963-MIR589-GDF6",0.00691027104705422,"TGCT","sig"
"3402","LINC00963-MIR589-PTGS2",0.0307611739510725,"TGCT","sig"
"3403","LINC00963-MIR589-RNASEL",0.0307611739510725,"TGCT","sig"
"3404","LINC00963-MIR589-SEMA6D",0.00131050282117662,"TGCT","sig"
"3405","LINC00963-MIR98-C3",0.00725759639235379,"TGCT","sig"
"3406","LINC00963-MIR98-CXCL2",0.00785039190948655,"TGCT","sig"
"3407","LINC00963-MIR98-LTBR",0.0340282489840992,"TGCT","sig"
"3408","LINC00963-MIR98-SEMA3C",0.00797085212330062,"TGCT","sig"
"3409","LINC01001-MIR516B2-ANXA6",0.592953695003105,"TGCT","no_sig"
"3410","LINC01001-MIR516B2-CBLB",0.00789005993967429,"TGCT","sig"
"3411","LINC01001-MIR516B2-IL6ST",0.565737021229204,"TGCT","no_sig"
"3412","LINC01001-MIR516B2-PLCG1",0.106150631149979,"TGCT","no_sig"
"3413","LINC01001-MIR744-ADRM1",0.00691027104705422,"TGCT","sig"
"3414","LINC01001-MIR744-NFKBIB",0.00824507009504172,"TGCT","sig"
"3415","LINC01004-MIR182-NOX4",0.00691027104705422,"TGCT","sig"
"3416","LINC01004-MIR182-RARG",0.00135353175641129,"TGCT","sig"
"3417","LINC01004-MIR182-S100A16",0.00695421441554123,"TGCT","sig"
"3418","LINC01006-MIR503-NR6A1",0.00146753442951009,"TGCT","sig"
"3419","LINC01006-MIR503-PSME3",0.0295090333217473,"TGCT","sig"
"3420","LINC01006-MIR503-TXK",0.0336645166215477,"TGCT","sig"
"3421","LINC01006-MIR516A1-CBLB",0.00789005993967429,"TGCT","sig"
"3422","LINC01128-MIR329-2-IL6ST",0.562380083795633,"TGCT","no_sig"
"3423","LINC01128-MIR329-2-NR3C1",0.0314063810315223,"TGCT","sig"
"3424","LINC01134-MIR516A1-CBLB",0.0075220370117588,"TGCT","sig"
"3425","LINC01184-MIR516B2-ANXA6",0.592953695003105,"TGCT","no_sig"
"3426","LINC01184-MIR516B2-IL6ST",0.274848802508828,"TGCT","no_sig"
"3427","LINC01184-MIR516B2-PLCG1",0.105060742753992,"TGCT","no_sig"
"3428","LINC01184-MIR520F-IL6ST",0.274848802508829,"TGCT","no_sig"
"3429","LINC01184-MIR520F-MALT1",0.00740616608417954,"TGCT","sig"
"3430","LINC01184-MIR520F-NR2C2",0.00144460883039699,"TGCT","sig"
"3431","LINC01278-MIR193A-TCF7L2",0.0016015404511952,"TGCT","sig"
"3432","LINC01278-MIR516B2-ANXA6",0.592953695003105,"TGCT","no_sig"
"3433","LINC01278-MIR516B2-CBLB",0.0075220370117588,"TGCT","sig"
"3434","LINC01278-MIR516B2-IL6ST",0.618869242373705,"TGCT","no_sig"
"3435","LINC01278-MIR516B2-PLCG1",0.105060742753992,"TGCT","no_sig"
"3436","LINC01311-MIR200A-HSPA4",0.0994525098909836,"TGCT","no_sig"
"3437","LINC01395-MIR302A-IGF1",0.114984003401733,"TGCT","no_sig"
"3438","LINC01395-MIR302A-MICA",0.00714393252449341,"TGCT","sig"
"3439","LINC01395-MIR302A-NR1D2",0.102980007889527,"TGCT","no_sig"
"3440","LINC01395-MIR302A-TXK",0.101907278425165,"TGCT","no_sig"
"3441","LINC01395-MIR302B-TXK",0.0333009394535115,"TGCT","sig"
"3442","LINC01395-MIR302C-IGF1R",0.109747258732936,"TGCT","no_sig"
"3443","LINC01395-MIR302C-MALT1",0.960261154279925,"TGCT","no_sig"
"3444","LINC01395-MIR302C-NR1D2",0.105216684556808,"TGCT","no_sig"
"3445","LINC01395-MIR302C-PPARD",0.288354134363282,"TGCT","no_sig"
"3446","LINC01395-MIR302C-TXK",0.265948184077701,"TGCT","no_sig"
"3447","LINC01395-MIR302D-IRF9",0.586629222164376,"TGCT","no_sig"
"3448","LINC01395-MIR302D-NR1D2",0.0333789880187513,"TGCT","sig"
"3449","LINC01395-MIR302D-TXK",0.0328001742518259,"TGCT","sig"
"3450","LINC01547-MIR589-AR",0.0972591447904899,"TGCT","no_sig"
"3451","LINC01547-MIR589-FGF1",0.0307611739510725,"TGCT","sig"
"3452","LINC01547-MIR589-GDF6",0.00714393252449341,"TGCT","sig"
"3453","LINC01547-MIR589-PTGS2",0.0994525098909836,"TGCT","no_sig"
"3454","LINC01547-MIR589-RNASEL",0.0994525098909836,"TGCT","no_sig"
"3455","LINC01547-MIR589-SEMA6D",0.00692856280072196,"TGCT","sig"
"3456","LINC01798-MIR373-C5AR2",0.0336297211372308,"TGCT","sig"
"3457","LINC01798-MIR373-ESR1",0.0332148946806506,"TGCT","sig"
"3458","LINC01798-MIR373-JAK1",0.110712440667016,"TGCT","no_sig"
"3459","LINC01798-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3460","LINC01798-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3461","LINC01798-MIR373-PTGDR2",0.0327654072595276,"TGCT","sig"
"3462","LINC01798-MIR373-RELA",0.102636393465845,"TGCT","no_sig"
"3463","LINC01798-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3464","LINC01857-MIR141-TXK",0.274848802508829,"TGCT","no_sig"
"3465","LINC01915-MIR25-C3",0.00679031829760579,"TGCT","sig"
"3466","LINC01915-MIR25-ENG",0.0315978806385324,"TGCT","sig"
"3467","LINC01915-MIR25-IL6ST",0.0303305375667147,"TGCT","sig"
"3468","LINC01915-MIR25-PDGFRL",0.029602442590124,"TGCT","sig"
"3469","LINC01915-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3470","LINC01915-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3471","LINC01915-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3472","LINC01915-MIR25-TLR3",0.0307611739510725,"TGCT","sig"
"3473","LINC01915-MIR25-TNFRSF10A",0.0303305375667147,"TGCT","sig"
"3474","LINC01915-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3475","LINC02035-MIR329-2-IL6ST",0.63722331951283,"TGCT","no_sig"
"3476","LINC02035-MIR329-2-NR3C1",0.27861633248801,"TGCT","no_sig"
"3477","LINC02035-MIR373-ACVR1B",0.0345385508477725,"TGCT","sig"
"3478","LINC02035-MIR373-CREB1",0.279890712709681,"TGCT","no_sig"
"3479","LINC02035-MIR373-ESR1",0.109280039025003,"TGCT","no_sig"
"3480","LINC02035-MIR373-JAK1",0.109280039025003,"TGCT","no_sig"
"3481","LINC02035-MIR373-MICA",0.0336645166215477,"TGCT","sig"
"3482","LINC02035-MIR373-NR1D2",0.104282972825639,"TGCT","no_sig"
"3483","LINC02035-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3484","LINC02035-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3485","LINC02035-MIR373-PTGDR2",0.106993099821665,"TGCT","no_sig"
"3486","LINC02035-MIR373-RELA",0.271968224554824,"TGCT","no_sig"
"3487","LINC02035-MIR373-TGFBR2",0.00746908555297998,"TGCT","sig"
"3488","LINC02035-MIR519D-ACVR1B",0.0336645166215477,"TGCT","sig"
"3489","LINC02035-MIR519D-F2R",0.590033687759135,"TGCT","no_sig"
"3490","LINC02035-MIR519D-JAK1",0.273830270124306,"TGCT","no_sig"
"3491","LINC02035-MIR519D-MAP3K14",0.954771013604509,"TGCT","no_sig"
"3492","LINC02035-MIR519D-NR2C2",0.00149811293341717,"TGCT","sig"
"3493","LINC02035-MIR519D-NR3C1",0.27861633248801,"TGCT","no_sig"
"3494","LINC02035-MIR519D-RFXANK",0.0315978806385324,"TGCT","sig"
"3495","LINC02035-MIR519D-RFXAP",0.108422025222594,"TGCT","no_sig"
"3496","LINC02035-MIR519D-RORA",0.101574774739091,"TGCT","no_sig"
"3497","LINC02035-MIR520F-IL6ST",0.629924367174482,"TGCT","no_sig"
"3498","LINC02035-MIR520F-MALT1",0.105060742753992,"TGCT","no_sig"
"3499","LINC02035-MIR520F-NR2C2",0.00144460883039699,"TGCT","sig"
"3500","LINC02035-MIR520F-PPARD",0.115210939154443,"TGCT","no_sig"
"3501","LINC02125-MIR221-IL6R",0.00764632278849053,"TGCT","sig"
"3502","LINC02321-MIR367-FASLG",0.259461086332318,"TGCT","no_sig"
"3503","LINC02321-MIR367-IL2RA",0.967563220955449,"TGCT","no_sig"
"3504","LINC02321-MIR367-IL6ST",0.963299598008897,"TGCT","no_sig"
"3505","LINC02321-MIR367-NFKBIB",0.00811579531815387,"TGCT","sig"
"3506","LINC02321-MIR367-PIK3CD",0.105060742753992,"TGCT","no_sig"
"3507","LINC02361-MIR744-ADRM1",0.00691027104705422,"TGCT","sig"
"3508","LINC02361-MIR744-NFKBIB",0.00824507009504172,"TGCT","sig"
"3509","LINC02362-MIR516B2-IFNAR2",0.573028649410668,"TGCT","no_sig"
"3510","LNCPRESS1-MIR125B1-ADRM1",0.00691027104705422,"TGCT","sig"
"3511","LNCPRESS1-MIR125B1-CD320",0.0303305375667147,"TGCT","sig"
"3512","MALAT1-MIR150-VEGFA",0.283231463627843,"TGCT","no_sig"
"3513","MALAT1-MIR25-C3",0.00702204598669753,"TGCT","sig"
"3514","MALAT1-MIR25-ENG",0.00728368357287823,"TGCT","sig"
"3515","MALAT1-MIR25-IL6ST",0.0299345482131417,"TGCT","sig"
"3516","MALAT1-MIR25-PDGFRL",0.0311921172805486,"TGCT","sig"
"3517","MALAT1-MIR25-ROBO1",0.0299345482131417,"TGCT","sig"
"3518","MALAT1-MIR25-S100A16",0.00716134836342941,"TGCT","sig"
"3519","MALAT1-MIR25-TANK",0.0307611739510725,"TGCT","sig"
"3520","MALAT1-MIR25-TLR3",0.0307611739510725,"TGCT","sig"
"3521","MALAT1-MIR25-TNFRSF10A",0.0307611739510725,"TGCT","sig"
"3522","MALAT1-MIR25-TNFSF10",0.0070490175484812,"TGCT","sig"
"3523","MALAT1-MIR589-AR",0.0319456803423503,"TGCT","sig"
"3524","MALAT1-MIR589-C3",0.0012842197123577,"TGCT","sig"
"3525","MALAT1-MIR589-FGF1",0.0319456803423503,"TGCT","sig"
"3526","MALAT1-MIR589-GDF6",0.00738138172988168,"TGCT","sig"
"3527","MALAT1-MIR589-PTGS2",0.0319456803423503,"TGCT","sig"
"3528","MALAT1-MIR589-RNASEL",0.0311011877444032,"TGCT","sig"
"3529","MALAT1-MIR589-SEMA6D",0.00738138172988168,"TGCT","sig"
"3530","MALINC1-MIR496-NCK2",0.285946463441974,"TGCT","no_sig"
"3531","MCPH1-AS1-MIR523-NFATC3",0.0307866671764433,"TGCT","sig"
"3532","MIR181A1HG-MIR302A-ESR1",0.256811213107144,"TGCT","no_sig"
"3533","MIR181A1HG-MIR302A-MICA",0.00714393252449341,"TGCT","sig"
"3534","MIR181A1HG-MIR302D-ESR1",0.596365926160523,"TGCT","no_sig"
"3535","MIR181A1HG-MIR373-CREB1",0.279890712709681,"TGCT","no_sig"
"3536","MIR181A1HG-MIR373-ESR1",0.0331754639686612,"TGCT","sig"
"3537","MIR181A1HG-MIR373-JAK1",0.106299303393166,"TGCT","no_sig"
"3538","MIR181A1HG-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3539","MIR181A1HG-MIR373-NR2C2",0.00802966111072023,"TGCT","sig"
"3540","MIR181A1HG-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3541","MIR181A1HG-MIR373-PTGDR2",0.0327654072595276,"TGCT","sig"
"3542","MIR181A1HG-MIR373-RELA",0.103807468191295,"TGCT","no_sig"
"3543","MIR181A1HG-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3544","MIR181A1HG-MIR373-TNFRSF13C",0.105904983391718,"TGCT","no_sig"
"3545","MIR3936HG-MIR367-IL6ST",0.626140219974063,"TGCT","no_sig"
"3546","MIR3936HG-MIR367-OSMR",0.633928070695391,"TGCT","no_sig"
"3547","MIR3936HG-MIR367-TANK",0.10818233693337,"TGCT","no_sig"
"3548","MIRLET7BHG-MIR373-C5AR2",0.0327654072595276,"TGCT","sig"
"3549","MIRLET7BHG-MIR373-ESR1",0.0336297211372308,"TGCT","sig"
"3550","MIRLET7BHG-MIR373-JAK1",0.0336297211372308,"TGCT","sig"
"3551","MIRLET7BHG-MIR373-MICA",0.0075220370117588,"TGCT","sig"
"3552","MIRLET7BHG-MIR373-NR2F2",0.00140873167899624,"TGCT","sig"
"3553","MIRLET7BHG-MIR373-PTGDR2",0.032316143528021,"TGCT","sig"
"3554","MIRLET7BHG-MIR373-RELA",0.103807468191295,"TGCT","no_sig"
"3555","MIRLET7BHG-MIR373-TGFBR2",0.0075960509203632,"TGCT","sig"
"3556","MIRLET7BHG-MIR98-C3",0.00725759639235379,"TGCT","sig"
"3557","MIRLET7BHG-MIR98-CXCL2",0.109124074595403,"TGCT","no_sig"
"3558","MIRLET7BHG-MIR98-LTBR",0.0340282489840992,"TGCT","sig"
"3559","MIRLET7BHG-MIR98-SEMA3C",0.00762255441896487,"TGCT","sig"
"3560","MRPL23-AS1-MIR182-CCL22",0.0353385484600984,"TGCT","sig"
"3561","MRPL23-AS1-MIR182-NOX4",0.0075220370117588,"TGCT","sig"
"3562","MRPL23-AS1-MIR182-RARG",0.00758435166836546,"TGCT","sig"
"3563","MRPL23-AS1-MIR182-S100A16",0.001263917379696,"TGCT","sig"
"3564","MSC-AS1-MIR302A-CCL5",0.258949260681863,"TGCT","no_sig"
"3565","MSC-AS1-MIR302A-CD28",0.555665279108084,"TGCT","no_sig"
"3566","MSC-AS1-MIR302A-ESR1",0.259131315888854,"TGCT","no_sig"
