"","lncRNA","MIRNA","miRNA"
"11296","AL356653.1","MIR26A2","hsa-miR-26a-5p"
"11297","AL358876.2","MIR26A1","hsa-miR-26a-5p"
"11298","AL358876.2","MIR26A2","hsa-miR-26a-5p"
"11299","AL360270.2","MIR26A1","hsa-miR-26a-5p"
"11300","AL360270.2","MIR26A2","hsa-miR-26a-5p"
"11301","AL365361.1","MIR26A1","hsa-miR-26a-5p"
"11302","AL365361.1","MIR26A2","hsa-miR-26a-5p"
"11303","AL391684.1","MIR26A1","hsa-miR-26a-5p"
"11304","AL391684.1","MIR26A2","hsa-miR-26a-5p"
"11305","AL392172.1","MIR26A1","hsa-miR-26a-5p"
"11306","AL392172.1","MIR26A2","hsa-miR-26a-5p"
"11307","AL590867.2","MIR26A1","hsa-miR-26a-5p"
"11308","AL590867.2","MIR26A2","hsa-miR-26a-5p"
"11309","AP001993.1","MIR26A1","hsa-miR-26a-5p"
"11310","AP001993.1","MIR26A2","hsa-miR-26a-5p"
"11311","AP002380.1","MIR26A1","hsa-miR-26a-5p"
"11312","AP002380.1","MIR26A2","hsa-miR-26a-5p"
"11313","AP005233.1","MIR26A1","hsa-miR-26a-5p"
"11314","AP005233.1","MIR26A2","hsa-miR-26a-5p"
"11315","ARHGAP27P1-BPTFP1-KPNA2P3","MIR26A1","hsa-miR-26a-5p"
"11316","ARHGAP27P1-BPTFP1-KPNA2P3","MIR26A2","hsa-miR-26a-5p"
"11317","BZW1P2","MIR26A1","hsa-miR-26a-5p"
"11318","BZW1P2","MIR26A2","hsa-miR-26a-5p"
"11319","CAPN10-DT","MIR26A1","hsa-miR-26a-5p"
"11320","CAPN10-DT","MIR26A2","hsa-miR-26a-5p"
"11321","CCDC26","MIR26A1","hsa-miR-26a-5p"
"11322","CCDC26","MIR26A2","hsa-miR-26a-5p"
"11323","CCT6P4","MIR26A1","hsa-miR-26a-5p"
"11324","CCT6P4","MIR26A2","hsa-miR-26a-5p"
"11325","DDX3P3","MIR26A1","hsa-miR-26a-5p"
"11326","DDX3P3","MIR26A2","hsa-miR-26a-5p"
"11327","DRAIC","MIR26A1","hsa-miR-26a-5p"
"11328","DRAIC","MIR26A2","hsa-miR-26a-5p"
"11329","EEF1A1P5","MIR26A1","hsa-miR-26a-5p"
"11330","EEF1A1P5","MIR26A2","hsa-miR-26a-5p"
"11331","EXOC7P1","MIR26A1","hsa-miR-26a-5p"
"11332","EXOC7P1","MIR26A2","hsa-miR-26a-5p"
"11333","FKBP1AP1","MIR26A1","hsa-miR-26a-5p"
"11334","FKBP1AP1","MIR26A2","hsa-miR-26a-5p"
"11335","FLJ37201","MIR26A1","hsa-miR-26a-5p"
"11336","FLJ37201","MIR26A2","hsa-miR-26a-5p"
"11337","FTH1P16","MIR26A1","hsa-miR-26a-5p"
"11338","FTH1P16","MIR26A2","hsa-miR-26a-5p"
"11339","GAS5","MIR26A1","hsa-miR-26a-5p"
"11340","GAS5","MIR26A2","hsa-miR-26a-5p"
"11341","GASAL1","MIR26A1","hsa-miR-26a-5p"
"11342","GASAL1","MIR26A2","hsa-miR-26a-5p"
"11343","HCG11","MIR26A1","hsa-miR-26a-5p"
"11344","HCG11","MIR26A2","hsa-miR-26a-5p"
"11345","HELLPAR","MIR26A1","hsa-miR-26a-5p"
"11346","HELLPAR","MIR26A2","hsa-miR-26a-5p"
"11347","HNF1A-AS1","MIR26A1","hsa-miR-26a-5p"
"11348","HNF1A-AS1","MIR26A2","hsa-miR-26a-5p"
"11349","HNRNPA1P58","MIR26A1","hsa-miR-26a-5p"
"11350","HNRNPA1P58","MIR26A2","hsa-miR-26a-5p"
"11351","HSP90AA5P","MIR26A1","hsa-miR-26a-5p"
"11352","HSP90AA5P","MIR26A2","hsa-miR-26a-5p"
"11353","HSP90AB3P","MIR26A1","hsa-miR-26a-5p"
"11354","HSP90AB3P","MIR26A2","hsa-miR-26a-5p"
"11355","HSPA8P16","MIR26A1","hsa-miR-26a-5p"
"11356","HSPA8P16","MIR26A2","hsa-miR-26a-5p"
"11357","JAKMIP2-AS1","MIR26A1","hsa-miR-26a-5p"
"11358","JAKMIP2-AS1","MIR26A2","hsa-miR-26a-5p"
"11359","LINC00511","MIR26A1","hsa-miR-26a-5p"
"11360","LINC00511","MIR26A2","hsa-miR-26a-5p"
"11361","LINC00513","MIR26A1","hsa-miR-26a-5p"
"11362","LINC00513","MIR26A2","hsa-miR-26a-5p"
"11363","LINC00630","MIR26A1","hsa-miR-26a-5p"
"11364","LINC00630","MIR26A2","hsa-miR-26a-5p"
"11365","LINC00662","MIR26A1","hsa-miR-26a-5p"
"11366","LINC00662","MIR26A2","hsa-miR-26a-5p"
"11367","LINC00944","MIR26A1","hsa-miR-26a-5p"
"11368","LINC00944","MIR26A2","hsa-miR-26a-5p"
"11369","LINC01278","MIR26A1","hsa-miR-26a-5p"
"11370","LINC01278","MIR26A2","hsa-miR-26a-5p"
"11371","LINC01344","MIR26A1","hsa-miR-26a-5p"
"11372","LINC01344","MIR26A2","hsa-miR-26a-5p"
"11373","LINC01517","MIR26A1","hsa-miR-26a-5p"
"11374","LINC01517","MIR26A2","hsa-miR-26a-5p"
"11375","LINC01814","MIR26A1","hsa-miR-26a-5p"
"11376","LINC01814","MIR26A2","hsa-miR-26a-5p"
"11377","LINC02223","MIR26A1","hsa-miR-26a-5p"
"11378","LINC02223","MIR26A2","hsa-miR-26a-5p"
"11379","LINC02396","MIR26A1","hsa-miR-26a-5p"
"11380","LINC02396","MIR26A2","hsa-miR-26a-5p"
"11381","LOC100128288","MIR26A1","hsa-miR-26a-5p"
"11382","LOC100128288","MIR26A2","hsa-miR-26a-5p"
"11383","MALAT1","MIR26A1","hsa-miR-26a-5p"
"11384","MALAT1","MIR26A2","hsa-miR-26a-5p"
"11385","MAPKAPK5-AS1","MIR26A1","hsa-miR-26a-5p"
"11386","MAPKAPK5-AS1","MIR26A2","hsa-miR-26a-5p"
"11387","NACA4P","MIR26A1","hsa-miR-26a-5p"
"11388","NACA4P","MIR26A2","hsa-miR-26a-5p"
"11389","NAP1L4P1","MIR26A1","hsa-miR-26a-5p"
"11390","NAP1L4P1","MIR26A2","hsa-miR-26a-5p"
"11391","NECTIN3-AS1","MIR26A1","hsa-miR-26a-5p"
"11392","NECTIN3-AS1","MIR26A2","hsa-miR-26a-5p"
"11393","OFD1P17","MIR26A1","hsa-miR-26a-5p"
"11394","OFD1P17","MIR26A2","hsa-miR-26a-5p"
"11395","OIP5-AS1","MIR26A1","hsa-miR-26a-5p"
"11396","OIP5-AS1","MIR26A2","hsa-miR-26a-5p"
"11397","OR5M6P","MIR26A1","hsa-miR-26a-5p"
"11398","OR5M6P","MIR26A2","hsa-miR-26a-5p"
"11399","PCNAP3","MIR26A1","hsa-miR-26a-5p"
"11400","PCNAP3","MIR26A2","hsa-miR-26a-5p"
"11401","PGAM1P7","MIR26A1","hsa-miR-26a-5p"
"11402","PGAM1P7","MIR26A2","hsa-miR-26a-5p"
"11403","PKMP1","MIR26A1","hsa-miR-26a-5p"
"11404","PKMP1","MIR26A2","hsa-miR-26a-5p"
"11405","PSMA2P3","MIR26A1","hsa-miR-26a-5p"
"11406","PSMA2P3","MIR26A2","hsa-miR-26a-5p"
"11407","PWWP2AP1","MIR26A1","hsa-miR-26a-5p"
"11408","PWWP2AP1","MIR26A2","hsa-miR-26a-5p"
"11409","QRSL1P3","MIR26A1","hsa-miR-26a-5p"
"11410","QRSL1P3","MIR26A2","hsa-miR-26a-5p"
"11411","RMRP","MIR26A1","hsa-miR-26a-5p"
"11412","RMRP","MIR26A2","hsa-miR-26a-5p"
"11413","RPL13AP5","MIR26A1","hsa-miR-26a-5p"
"11414","RPL13AP5","MIR26A2","hsa-miR-26a-5p"
"11415","RPL21P131","MIR26A1","hsa-miR-26a-5p"
"11416","RPL21P131","MIR26A2","hsa-miR-26a-5p"
"11417","RPL22P1","MIR26A1","hsa-miR-26a-5p"
"11418","RPL22P1","MIR26A2","hsa-miR-26a-5p"
"11419","RPL4P4","MIR26A1","hsa-miR-26a-5p"
"11420","RPL4P4","MIR26A2","hsa-miR-26a-5p"
"11421","RPL9P6","MIR26A1","hsa-miR-26a-5p"
"11422","RPL9P6","MIR26A2","hsa-miR-26a-5p"
"11423","RPSAP40","MIR26A1","hsa-miR-26a-5p"
"11424","RPSAP40","MIR26A2","hsa-miR-26a-5p"
"11425","RRN3P2","MIR26A1","hsa-miR-26a-5p"
"11426","RRN3P2","MIR26A2","hsa-miR-26a-5p"
"11427","SDCBP2-AS1","MIR26A1","hsa-miR-26a-5p"
"11428","SDCBP2-AS1","MIR26A2","hsa-miR-26a-5p"
"11429","SETP14","MIR26A1","hsa-miR-26a-5p"
"11430","SETP14","MIR26A2","hsa-miR-26a-5p"
"11431","SETP20","MIR26A1","hsa-miR-26a-5p"
"11432","SETP20","MIR26A2","hsa-miR-26a-5p"
"11433","SNHG1","MIR26A1","hsa-miR-26a-5p"
"11434","SNHG1","MIR26A2","hsa-miR-26a-5p"
"11435","SNHG5","MIR26A1","hsa-miR-26a-5p"
"11436","SNHG5","MIR26A2","hsa-miR-26a-5p"
"11437","TMED10P2","MIR26A1","hsa-miR-26a-5p"
"11438","TMED10P2","MIR26A2","hsa-miR-26a-5p"
"11439","TOB2P1","MIR26A1","hsa-miR-26a-5p"
"11440","TOB2P1","MIR26A2","hsa-miR-26a-5p"
"11441","TOP1P1","MIR26A1","hsa-miR-26a-5p"
"11442","TOP1P1","MIR26A2","hsa-miR-26a-5p"
"11443","TPI1P2","MIR26A1","hsa-miR-26a-5p"
"11444","TPI1P2","MIR26A2","hsa-miR-26a-5p"
"11445","TUBAP2","MIR26A1","hsa-miR-26a-5p"
"11446","TUBAP2","MIR26A2","hsa-miR-26a-5p"
"11447","TUG1","MIR26A1","hsa-miR-26a-5p"
"11448","TUG1","MIR26A2","hsa-miR-26a-5p"
"11449","XLOC_001484","MIR26A1","hsa-miR-26a-5p"
"11450","XLOC_001484","MIR26A2","hsa-miR-26a-5p"
"11451","XLOC_005229","MIR26A1","hsa-miR-26a-5p"
"11452","XLOC_005229","MIR26A2","hsa-miR-26a-5p"
"11453","XLOC_006252","MIR26A1","hsa-miR-26a-5p"
"11454","XLOC_006252","MIR26A2","hsa-miR-26a-5p"
"11455","XLOC_006781","MIR26A1","hsa-miR-26a-5p"
"11456","XLOC_006781","MIR26A2","hsa-miR-26a-5p"
"11457","XLOC_008207","MIR26A1","hsa-miR-26a-5p"
"11458","XLOC_008207","MIR26A2","hsa-miR-26a-5p"
"11459","XLOC_008833","MIR26A1","hsa-miR-26a-5p"
"11460","XLOC_008833","MIR26A2","hsa-miR-26a-5p"
"11461","XLOC_008897","MIR26A1","hsa-miR-26a-5p"
"11462","XLOC_008897","MIR26A2","hsa-miR-26a-5p"
"11463","XLOC_009473","MIR26A1","hsa-miR-26a-5p"
"11464","XLOC_009473","MIR26A2","hsa-miR-26a-5p"
"11465","XLOC_010072","MIR26A1","hsa-miR-26a-5p"
"11466","XLOC_010072","MIR26A2","hsa-miR-26a-5p"
"11467","XLOC_010202","MIR26A1","hsa-miR-26a-5p"
"11468","XLOC_010202","MIR26A2","hsa-miR-26a-5p"
"11469","XLOC_010244","MIR26A1","hsa-miR-26a-5p"
"11470","XLOC_010244","MIR26A2","hsa-miR-26a-5p"
"11471","XLOC_010856","MIR26A1","hsa-miR-26a-5p"
"11472","XLOC_010856","MIR26A2","hsa-miR-26a-5p"
"11473","XLOC_011183","MIR26A1","hsa-miR-26a-5p"
"11474","XLOC_011183","MIR26A2","hsa-miR-26a-5p"
"11475","XLOC_011772","MIR26A1","hsa-miR-26a-5p"
"11476","XLOC_011772","MIR26A2","hsa-miR-26a-5p"
"11477","XLOC_011823","MIR26A1","hsa-miR-26a-5p"
"11478","XLOC_011823","MIR26A2","hsa-miR-26a-5p"
"11479","XLOC_013174","MIR26A1","hsa-miR-26a-5p"
"11480","XLOC_013174","MIR26A2","hsa-miR-26a-5p"
"11481","XLOC_013282","MIR26A1","hsa-miR-26a-5p"
"11482","XLOC_013282","MIR26A2","hsa-miR-26a-5p"
"11483","XLOC_013824","MIR26A1","hsa-miR-26a-5p"
"11484","XLOC_013824","MIR26A2","hsa-miR-26a-5p"
"11485","XLOC_014209","MIR26A1","hsa-miR-26a-5p"
"11486","XLOC_014209","MIR26A2","hsa-miR-26a-5p"
"11487","ZNF70P1","MIR26A1","hsa-miR-26a-5p"
"11488","ZNF70P1","MIR26A2","hsa-miR-26a-5p"
"11489","AC078777.1","MIR26B","hsa-miR-26b-3p"
"11490","AC114964.1","MIR26B","hsa-miR-26b-3p"
"11491","AC135977.1","MIR26B","hsa-miR-26b-3p"
"11492","AL031666.3","MIR26B","hsa-miR-26b-3p"
"11493","AL451000.1","MIR26B","hsa-miR-26b-3p"
"11494","AL590084.1","MIR26B","hsa-miR-26b-3p"
"11495","CCDC75P1","MIR26B","hsa-miR-26b-3p"
"11496","EEF1A1P36","MIR26B","hsa-miR-26b-3p"
"11497","EIF4HP2","MIR26B","hsa-miR-26b-3p"
"11498","GAPDHP35","MIR26B","hsa-miR-26b-3p"
"11499","MAP3K14-AS1","MIR26B","hsa-miR-26b-3p"
"11500","TBC1D3P5","MIR26B","hsa-miR-26b-3p"
"11501","TTC3P1","MIR26B","hsa-miR-26b-3p"
"11502","AC002075.1","MIR26B","hsa-miR-26b-5p"
"11503","AC004147.2","MIR26B","hsa-miR-26b-5p"
"11504","AC005014.1","MIR26B","hsa-miR-26b-5p"
"11505","AC005281.1","MIR26B","hsa-miR-26b-5p"
"11506","AC006116.2","MIR26B","hsa-miR-26b-5p"
"11507","AC007318.1","MIR26B","hsa-miR-26b-5p"
"11508","AC007823.1","MIR26B","hsa-miR-26b-5p"
"11509","AC008038.1","MIR26B","hsa-miR-26b-5p"
"11510","AC008124.1","MIR26B","hsa-miR-26b-5p"
"11511","AC008897.3","MIR26B","hsa-miR-26b-5p"
"11512","AC009478.1","MIR26B","hsa-miR-26b-5p"
"11513","AC009927.1","MIR26B","hsa-miR-26b-5p"
"11514","AC010266.2","MIR26B","hsa-miR-26b-5p"
"11515","AC010542.4","MIR26B","hsa-miR-26b-5p"
"11516","AC010980.2","MIR26B","hsa-miR-26b-5p"
"11517","AC011379.2","MIR26B","hsa-miR-26b-5p"
"11518","AC021351.1","MIR26B","hsa-miR-26b-5p"
"11519","AC023078.6","MIR26B","hsa-miR-26b-5p"
"11520","AC025442.2","MIR26B","hsa-miR-26b-5p"
"11521","AC026316.1","MIR26B","hsa-miR-26b-5p"
"11522","AC055713.1","MIR26B","hsa-miR-26b-5p"
"11523","AC104472.1","MIR26B","hsa-miR-26b-5p"
"11524","AC107068.1","MIR26B","hsa-miR-26b-5p"
"11525","AC107918.2","MIR26B","hsa-miR-26b-5p"
"11526","AC109635.6","MIR26B","hsa-miR-26b-5p"
"11527","AC125612.1","MIR26B","hsa-miR-26b-5p"
"11528","AC137936.2","MIR26B","hsa-miR-26b-5p"
"11529","AL021392.1","MIR26B","hsa-miR-26b-5p"
"11530","AL139010.1","MIR26B","hsa-miR-26b-5p"
"11531","AL356276.2","MIR26B","hsa-miR-26b-5p"
"11532","AL356653.1","MIR26B","hsa-miR-26b-5p"
"11533","AL360270.2","MIR26B","hsa-miR-26b-5p"
"11534","AL365440.1","MIR26B","hsa-miR-26b-5p"
"11535","AL391684.1","MIR26B","hsa-miR-26b-5p"
"11536","AL392172.1","MIR26B","hsa-miR-26b-5p"
"11537","AL590068.2","MIR26B","hsa-miR-26b-5p"
"11538","AP001993.1","MIR26B","hsa-miR-26b-5p"
"11539","AP002380.1","MIR26B","hsa-miR-26b-5p"
"11540","AP005233.1","MIR26B","hsa-miR-26b-5p"
"11541","ARHGAP27P1-BPTFP1-KPNA2P3","MIR26B","hsa-miR-26b-5p"
"11542","CCDC26","MIR26B","hsa-miR-26b-5p"
"11543","FKBP1AP1","MIR26B","hsa-miR-26b-5p"
"11544","FTH1P16","MIR26B","hsa-miR-26b-5p"
"11545","GAS5","MIR26B","hsa-miR-26b-5p"
"11546","GASAL1","MIR26B","hsa-miR-26b-5p"
"11547","HCG11","MIR26B","hsa-miR-26b-5p"
"11548","HELLPAR","MIR26B","hsa-miR-26b-5p"
"11549","HMGB2P1","MIR26B","hsa-miR-26b-5p"
"11550","HNF1A-AS1","MIR26B","hsa-miR-26b-5p"
"11551","HNRNPKP3","MIR26B","hsa-miR-26b-5p"
"11552","HPRT1P3","MIR26B","hsa-miR-26b-5p"
"11553","HSP90AA2P","MIR26B","hsa-miR-26b-5p"
"11554","HSP90AA5P","MIR26B","hsa-miR-26b-5p"
"11555","HSP90AB3P","MIR26B","hsa-miR-26b-5p"
"11556","IPW","MIR26B","hsa-miR-26b-5p"
"11557","JAKMIP2-AS1","MIR26B","hsa-miR-26b-5p"
"11558","LINC00294","MIR26B","hsa-miR-26b-5p"
"11559","LINC00511","MIR26B","hsa-miR-26b-5p"
"11560","LINC00630","MIR26B","hsa-miR-26b-5p"
"11561","LINC00662","MIR26B","hsa-miR-26b-5p"
"11562","LINC00944","MIR26B","hsa-miR-26b-5p"
"11563","LINC01344","MIR26B","hsa-miR-26b-5p"
"11564","LINC01814","MIR26B","hsa-miR-26b-5p"
"11565","LINC02223","MIR26B","hsa-miR-26b-5p"
"11566","LINC02396","MIR26B","hsa-miR-26b-5p"
"11567","LOC100128288","MIR26B","hsa-miR-26b-5p"
"11568","MALAT1","MIR26B","hsa-miR-26b-5p"
"11569","MEAT6","MIR26B","hsa-miR-26b-5p"
"11570","NAP1L4P1","MIR26B","hsa-miR-26b-5p"
"11571","NECTIN3-AS1","MIR26B","hsa-miR-26b-5p"
"11572","NNT-AS1","MIR26B","hsa-miR-26b-5p"
"11573","PCNAP3","MIR26B","hsa-miR-26b-5p"
"11574","PKMP1","MIR26B","hsa-miR-26b-5p"
"11575","PSMA2P3","MIR26B","hsa-miR-26b-5p"
"11576","PWWP2AP1","MIR26B","hsa-miR-26b-5p"
"11577","QRSL1P3","MIR26B","hsa-miR-26b-5p"
"11578","RPL13AP5","MIR26B","hsa-miR-26b-5p"
"11579","RPL21P131","MIR26B","hsa-miR-26b-5p"
"11580","RPL22P1","MIR26B","hsa-miR-26b-5p"
"11581","RPL34P18","MIR26B","hsa-miR-26b-5p"
"11582","RPL4P4","MIR26B","hsa-miR-26b-5p"
"11583","RPL9P6","MIR26B","hsa-miR-26b-5p"
"11584","SDAD1P2","MIR26B","hsa-miR-26b-5p"
"11585","SDCBP2-AS1","MIR26B","hsa-miR-26b-5p"
"11586","SEMA3B-AS1","MIR26B","hsa-miR-26b-5p"
"11587","SETP14","MIR26B","hsa-miR-26b-5p"
"11588","SETP20","MIR26B","hsa-miR-26b-5p"
"11589","SNHG1","MIR26B","hsa-miR-26b-5p"
"11590","SNHG14","MIR26B","hsa-miR-26b-5p"
"11591","SNHG29","MIR26B","hsa-miR-26b-5p"
"11592","SNHG5","MIR26B","hsa-miR-26b-5p"
"11593","SNHG8","MIR26B","hsa-miR-26b-5p"
"11594","TOB2P1","MIR26B","hsa-miR-26b-5p"
"11595","TOP1P1","MIR26B","hsa-miR-26b-5p"
"11596","TUBBP1","MIR26B","hsa-miR-26b-5p"
"11597","TUG1","MIR26B","hsa-miR-26b-5p"
"11598","WAC-AS1","MIR26B","hsa-miR-26b-5p"
"11599","XLOC_001484","MIR26B","hsa-miR-26b-5p"
"11600","XLOC_003123","MIR26B","hsa-miR-26b-5p"
"11601","XLOC_004577","MIR26B","hsa-miR-26b-5p"
"11602","XLOC_005229","MIR26B","hsa-miR-26b-5p"
"11603","XLOC_005811","MIR26B","hsa-miR-26b-5p"
"11604","XLOC_009473","MIR26B","hsa-miR-26b-5p"
"11605","XLOC_010072","MIR26B","hsa-miR-26b-5p"
"11606","XLOC_010244","MIR26B","hsa-miR-26b-5p"
"11607","XLOC_013282","MIR26B","hsa-miR-26b-5p"
"11608","XLOC_013824","MIR26B","hsa-miR-26b-5p"
"11609","XLOC_014209","MIR26B","hsa-miR-26b-5p"
"11610","ZNF70P1","MIR26B","hsa-miR-26b-5p"
"11611","ZSCAN16-AS1","MIR26B","hsa-miR-26b-5p"
"11612","AC003071.1","MIR27A","hsa-miR-27a-3p"
"11613","AC004453.1","MIR27A","hsa-miR-27a-3p"
"11614","AC004941.2","MIR27A","hsa-miR-27a-3p"
"11615","AC005261.1","MIR27A","hsa-miR-27a-3p"
"11616","AC005481.1","MIR27A","hsa-miR-27a-3p"
"11617","AC005999.1","MIR27A","hsa-miR-27a-3p"
"11618","AC006971.1","MIR27A","hsa-miR-27a-3p"
"11619","AC008063.2","MIR27A","hsa-miR-27a-3p"
"11620","AC008115.3","MIR27A","hsa-miR-27a-3p"
"11621","AC008622.3","MIR27A","hsa-miR-27a-3p"
"11622","AC008885.2","MIR27A","hsa-miR-27a-3p"
"11623","AC009362.1","MIR27A","hsa-miR-27a-3p"
"11624","AC010980.2","MIR27A","hsa-miR-27a-3p"
"11625","AC012618.3","MIR27A","hsa-miR-27a-3p"
"11626","AC013356.4","MIR27A","hsa-miR-27a-3p"
"11627","AC015712.2","MIR27A","hsa-miR-27a-3p"
"11628","AC025750.1","MIR27A","hsa-miR-27a-3p"
"11629","AC026780.2","MIR27A","hsa-miR-27a-3p"
"11630","AC027702.1","MIR27A","hsa-miR-27a-3p"
"11631","AC060234.1","MIR27A","hsa-miR-27a-3p"
"11632","AC064799.1","MIR27A","hsa-miR-27a-3p"
"11633","AC087276.2","MIR27A","hsa-miR-27a-3p"
"11634","AC090136.3","MIR27A","hsa-miR-27a-3p"
"11635","AC093698.1","MIR27A","hsa-miR-27a-3p"
"11636","AC096664.2","MIR27A","hsa-miR-27a-3p"
"11637","AC100810.3","MIR27A","hsa-miR-27a-3p"
"11638","AC104407.1","MIR27A","hsa-miR-27a-3p"
"11639","AC105219.4","MIR27A","hsa-miR-27a-3p"
"11640","AC107918.2","MIR27A","hsa-miR-27a-3p"
"11641","AC127496.2","MIR27A","hsa-miR-27a-3p"
"11642","AC135178.5","MIR27A","hsa-miR-27a-3p"
"11643","ACTBP11","MIR27A","hsa-miR-27a-3p"
"11644","AD000090.1","MIR27A","hsa-miR-27a-3p"
"11645","AHCYP2","MIR27A","hsa-miR-27a-3p"
"11646","AL021155.2","MIR27A","hsa-miR-27a-3p"
"11647","AL023284.1","MIR27A","hsa-miR-27a-3p"
"11648","AL034370.1","MIR27A","hsa-miR-27a-3p"
"11649","AL035425.3","MIR27A","hsa-miR-27a-3p"
"11650","AL109766.1","MIR27A","hsa-miR-27a-3p"
"11651","AL109924.3","MIR27A","hsa-miR-27a-3p"
"11652","AL138724.1","MIR27A","hsa-miR-27a-3p"
"11653","AL353784.1","MIR27A","hsa-miR-27a-3p"
"11654","AL354702.1","MIR27A","hsa-miR-27a-3p"
"11655","AL359094.1","MIR27A","hsa-miR-27a-3p"
"11656","AL365361.1","MIR27A","hsa-miR-27a-3p"
"11657","AL391361.1","MIR27A","hsa-miR-27a-3p"
"11658","AL392172.1","MIR27A","hsa-miR-27a-3p"
"11659","AL445205.1","MIR27A","hsa-miR-27a-3p"
"11660","ALDOAP2","MIR27A","hsa-miR-27a-3p"
"11661","API5P2","MIR27A","hsa-miR-27a-3p"
"11662","ARHGAP27P1-BPTFP1-KPNA2P3","MIR27A","hsa-miR-27a-3p"
"11663","ATP5F1BP1","MIR27A","hsa-miR-27a-3p"
"11664","CASC15","MIR27A","hsa-miR-27a-3p"
"11665","CCDC162P","MIR27A","hsa-miR-27a-3p"
"11666","CCT6P2","MIR27A","hsa-miR-27a-3p"
"11667","CHORDC2P","MIR27A","hsa-miR-27a-3p"
"11668","CRYBB2P1","MIR27A","hsa-miR-27a-3p"
"11669","DCTN1-AS1","MIR27A","hsa-miR-27a-3p"
"11670","DND1P1","MIR27A","hsa-miR-27a-3p"
"11671","DUX4L18","MIR27A","hsa-miR-27a-3p"
"11672","EEF1A1P11","MIR27A","hsa-miR-27a-3p"
"11673","EIF4EP5","MIR27A","hsa-miR-27a-3p"
"11674","F11-AS1","MIR27A","hsa-miR-27a-3p"
"11675","FGD5-AS1","MIR27A","hsa-miR-27a-3p"
"11676","FTH1P2","MIR27A","hsa-miR-27a-3p"
"11677","GASAL1","MIR27A","hsa-miR-27a-3p"
"11678","GMFBP1","MIR27A","hsa-miR-27a-3p"
"11679","GPR158-AS1","MIR27A","hsa-miR-27a-3p"
"11680","HELLPAR","MIR27A","hsa-miR-27a-3p"
"11681","HMGB1P28","MIR27A","hsa-miR-27a-3p"
"11682","HNRNPA1P1","MIR27A","hsa-miR-27a-3p"
"11683","HNRNPA1P26","MIR27A","hsa-miR-27a-3p"
"11684","HNRNPA1P40","MIR27A","hsa-miR-27a-3p"
"11685","HNRNPA1P42","MIR27A","hsa-miR-27a-3p"
"11686","HNRNPA1P58","MIR27A","hsa-miR-27a-3p"
"11687","HNRNPKP3","MIR27A","hsa-miR-27a-3p"
"11688","HOXB-AS1","MIR27A","hsa-miR-27a-3p"
"11689","HSP90AA2P","MIR27A","hsa-miR-27a-3p"
"11690","HSP90AB3P","MIR27A","hsa-miR-27a-3p"
"11691","IMPDH1P10","MIR27A","hsa-miR-27a-3p"
"11692","KCNQ1OT1","MIR27A","hsa-miR-27a-3p"
"11693","KRT8P36","MIR27A","hsa-miR-27a-3p"
"11694","LINC00391","MIR27A","hsa-miR-27a-3p"
"11695","LINC00907","MIR27A","hsa-miR-27a-3p"
"11696","LINC00944","MIR27A","hsa-miR-27a-3p"
"11697","LINC00963","MIR27A","hsa-miR-27a-3p"
"11698","LINC01224","MIR27A","hsa-miR-27a-3p"
"11699","LINC01517","MIR27A","hsa-miR-27a-3p"
"11700","LINC02487","MIR27A","hsa-miR-27a-3p"
"11701","LINC02587","MIR27A","hsa-miR-27a-3p"
"11702","LOC101927751","MIR27A","hsa-miR-27a-3p"
"11703","LOC105374952","MIR27A","hsa-miR-27a-3p"
"11704","LOC643387","MIR27A","hsa-miR-27a-3p"
"11705","LOC648987","MIR27A","hsa-miR-27a-3p"
"11706","LRRC75A-AS1","MIR27A","hsa-miR-27a-3p"
"11707","MALAT1","MIR27A","hsa-miR-27a-3p"
"11708","MARK2P10","MIR27A","hsa-miR-27a-3p"
"11709","MEOX2-AS1","MIR27A","hsa-miR-27a-3p"
"11710","MOCS1P1","MIR27A","hsa-miR-27a-3p"
"11711","MRPS18BP2","MIR27A","hsa-miR-27a-3p"
"11712","MSC-AS1","MIR27A","hsa-miR-27a-3p"
"11713","NNT-AS1","MIR27A","hsa-miR-27a-3p"
"11714","NPM1P14","MIR27A","hsa-miR-27a-3p"
"11715","OFCC1","MIR27A","hsa-miR-27a-3p"
"11716","OR9G3P","MIR27A","hsa-miR-27a-3p"
"11717","PKMP5","MIR27A","hsa-miR-27a-3p"
"11718","PPP4R1L","MIR27A","hsa-miR-27a-3p"
"11719","PSMA2P3","MIR27A","hsa-miR-27a-3p"
"11720","RPL23AP49","MIR27A","hsa-miR-27a-3p"
"11721","RPL30P4","MIR27A","hsa-miR-27a-3p"
"11722","SDCBP2-AS1","MIR27A","hsa-miR-27a-3p"
"11723","SMG7-AS1","MIR27A","hsa-miR-27a-3p"
"11724","SNHG1","MIR27A","hsa-miR-27a-3p"
"11725","SNHG14","MIR27A","hsa-miR-27a-3p"
"11726","SNHG16","MIR27A","hsa-miR-27a-3p"
"11727","SNHG29","MIR27A","hsa-miR-27a-3p"
"11728","SNHG3","MIR27A","hsa-miR-27a-3p"
"11729","SNHG7","MIR27A","hsa-miR-27a-3p"
"11730","SVIL-AS1","MIR27A","hsa-miR-27a-3p"
"11731","TERC","MIR27A","hsa-miR-27a-3p"
"11732","TPI1P2","MIR27A","hsa-miR-27a-3p"
