"","lncRNA","miRNA","MIRNA"
"24310","AC027601.5","hsa-miR-302c-3p","MIR302C"
"24311","AC145207.5","hsa-miR-302c-3p","MIR302C"
"24312","AC079062.1","hsa-miR-302c-3p","MIR302C"
"24313","AC068473.3","hsa-miR-302c-3p","MIR302C"
"24314","AC068473.5","hsa-miR-302c-3p","MIR302C"
"24315","AC005785.2","hsa-miR-302c-3p","MIR302C"
"24316","AC008764.10","hsa-miR-302c-3p","MIR302C"
"24317","AC011503.2","hsa-miR-302c-3p","MIR302C"
"24318","AC092279.2","hsa-miR-302c-3p","MIR302C"
"24319","AC008555.8","hsa-miR-302c-3p","MIR302C"
"24320","AC020928.1","hsa-miR-302c-3p","MIR302C"
"24321","AC093227.1","hsa-miR-302c-3p","MIR302C"
"24322","AC022144.1","hsa-miR-302c-3p","MIR302C"
"24323","AC006486.2","hsa-miR-302c-3p","MIR302C"
"24324","AC243964.3","hsa-miR-302c-3p","MIR302C"
"24325","AC011468.1","hsa-miR-302c-3p","MIR302C"
"24326","AC022150.4","hsa-miR-302c-3p","MIR302C"
"24327","AC011476.3","hsa-miR-302c-3p","MIR302C"
"24328","AC005261.1","hsa-miR-302c-3p","MIR302C"
"24329","AC008969.1","hsa-miR-302c-3p","MIR302C"
"24330","AL049712.1","hsa-miR-302c-3p","MIR302C"
"24331","AL121890.4","hsa-miR-302c-3p","MIR302C"
"24332","AL035252.3","hsa-miR-302c-3p","MIR302C"
"24333","NORAD","hsa-miR-302c-3p","MIR302C"
"24334","OSER1-AS1","hsa-miR-302c-3p","MIR302C"
"24335","STK4-AS1","hsa-miR-302c-3p","MIR302C"
"24336","ZFAS1","hsa-miR-302c-3p","MIR302C"
"24337","BTG3-AS1","hsa-miR-302c-3p","MIR302C"
"24338","AP001505.1","hsa-miR-302c-3p","MIR302C"
"24339","LINC00205","hsa-miR-302c-3p","MIR302C"
"24340","AJ239328.1","hsa-miR-302c-3p","MIR302C"
"24341","AC016026.1","hsa-miR-302c-3p","MIR302C"
"24342","Z95114.1","hsa-miR-302c-3p","MIR302C"
"24343","AL022311.1","hsa-miR-302c-3p","MIR302C"
"24344","AL031595.3","hsa-miR-302c-3p","MIR302C"
"24345","AL031595.2","hsa-miR-302c-3p","MIR302C"
"24346","Z95331.1","hsa-miR-302c-3p","MIR302C"
"24347","MIRLET7BHG","hsa-miR-302c-3p","MIR302C"
"24348","AL021392.1","hsa-miR-302c-3p","MIR302C"
"24349","AC004656.1","hsa-miR-302c-3p","MIR302C"
"24350","AC112496.1","hsa-miR-302c-3p","MIR302C"
"24351","XIST","hsa-miR-302c-3p","MIR302C"
"24352","ARMCX5-GPRASP2","hsa-miR-302c-3p","MIR302C"
"24353","AC245140.2","hsa-miR-302c-3p","MIR302C"
"24354","TTTY15","hsa-miR-302c-3p","MIR302C"
"24355","AL645728.1","hsa-miR-302d-3p","MIR302D"
"24356","AL357140.2","hsa-miR-302d-3p","MIR302D"
"24357","NPPA-AS1","hsa-miR-302d-3p","MIR302D"
"24358","PINK1-AS","hsa-miR-302d-3p","MIR302D"
"24359","AL513497.1","hsa-miR-302d-3p","MIR302D"
"24360","AL050341.2","hsa-miR-302d-3p","MIR302D"
"24361","SLFNL1-AS1","hsa-miR-302d-3p","MIR302D"
"24362","AL606760.1","hsa-miR-302d-3p","MIR302D"
"24363","AL133320.1","hsa-miR-302d-3p","MIR302D"
"24364","AL590094.1","hsa-miR-302d-3p","MIR302D"
"24365","CCDC18-AS1","hsa-miR-302d-3p","MIR302D"
"24366","AC093157.1","hsa-miR-302d-3p","MIR302D"
"24367","AL355488.1","hsa-miR-302d-3p","MIR302D"
"24368","AC239868.3","hsa-miR-302d-3p","MIR302D"
"24369","IL6R-AS1","hsa-miR-302d-3p","MIR302D"
"24370","AL359962.2","hsa-miR-302d-3p","MIR302D"
"24371","MIR181A1HG","hsa-miR-302d-3p","MIR302D"
"24372","BLACAT1","hsa-miR-302d-3p","MIR302D"
"24373","LINC00467","hsa-miR-302d-3p","MIR302D"
"24374","AL117350.1","hsa-miR-302d-3p","MIR302D"
"24375","AC016747.1","hsa-miR-302d-3p","MIR302D"
"24376","LINC01798","hsa-miR-302d-3p","MIR302D"
"24377","AC009299.3","hsa-miR-302d-3p","MIR302D"
"24378","AC007405.3","hsa-miR-302d-3p","MIR302D"
"24379","HAGLR","hsa-miR-302d-3p","MIR302D"
"24380","KLF7-IT1","hsa-miR-302d-3p","MIR302D"
"24381","AC005538.2","hsa-miR-302d-3p","MIR302D"
"24382","AC104667.2","hsa-miR-302d-3p","MIR302D"
"24383","LMCD1-AS1","hsa-miR-302d-3p","MIR302D"
"24384","FGD5-AS1","hsa-miR-302d-3p","MIR302D"
"24385","SH3BP5-AS1","hsa-miR-302d-3p","MIR302D"
"24386","MAGI1-IT1","hsa-miR-302d-3p","MIR302D"
"24387","AC093010.3","hsa-miR-302d-3p","MIR302D"
"24388","LINC02035","hsa-miR-302d-3p","MIR302D"
"24389","CCDC37-AS1","hsa-miR-302d-3p","MIR302D"
"24390","AC069224.1","hsa-miR-302d-3p","MIR302D"
"24391","MUC20-OT1","hsa-miR-302d-3p","MIR302D"
"24392","NOP14-AS1","hsa-miR-302d-3p","MIR302D"
"24393","AC097376.2","hsa-miR-302d-3p","MIR302D"
"24394","AC098864.1","hsa-miR-302d-3p","MIR302D"
"24395","LINC01194","hsa-miR-302d-3p","MIR302D"
"24396","NNT-AS1","hsa-miR-302d-3p","MIR302D"
"24397","PART1","hsa-miR-302d-3p","MIR302D"
"24398","SCAMP1-AS1","hsa-miR-302d-3p","MIR302D"
"24399","AC008771.1","hsa-miR-302d-3p","MIR302D"
"24400","AC099487.1","hsa-miR-302d-3p","MIR302D"
"24401","AC021078.1","hsa-miR-302d-3p","MIR302D"
"24402","HCG18","hsa-miR-302d-3p","MIR302D"
"24403","AL035587.1","hsa-miR-302d-3p","MIR302D"
"24404","LINC00472","hsa-miR-302d-3p","MIR302D"
"24405","AC092171.5","hsa-miR-302d-3p","MIR302D"
"24406","AC080080.1","hsa-miR-302d-3p","MIR302D"
"24407","AC005083.1","hsa-miR-302d-3p","MIR302D"
"24408","HOXA-AS2","hsa-miR-302d-3p","MIR302D"
"24409","AC005154.1","hsa-miR-302d-3p","MIR302D"
"24410","AC073188.4","hsa-miR-302d-3p","MIR302D"
"24411","AC005072.1","hsa-miR-302d-3p","MIR302D"
"24412","AC000123.3","hsa-miR-302d-3p","MIR302D"
"24413","AC090114.2","hsa-miR-302d-3p","MIR302D"
"24414","AC007938.2","hsa-miR-302d-3p","MIR302D"
"24415","LINC00689","hsa-miR-302d-3p","MIR302D"
"24416","AC009630.2","hsa-miR-302d-3p","MIR302D"
"24417","AC064807.1","hsa-miR-302d-3p","MIR302D"
"24418","AC100814.1","hsa-miR-302d-3p","MIR302D"
"24419","MSC-AS1","hsa-miR-302d-3p","MIR302D"
"24420","AC106038.1","hsa-miR-302d-3p","MIR302D"
"24421","AP003469.4","hsa-miR-302d-3p","MIR302D"
"24422","RFX3-AS1","hsa-miR-302d-3p","MIR302D"
"24423","CDKN2B-AS1","hsa-miR-302d-3p","MIR302D"
"24424","EBLN3P","hsa-miR-302d-3p","MIR302D"
"24425","AL158825.2","hsa-miR-302d-3p","MIR302D"
"24426","AL354920.1","hsa-miR-302d-3p","MIR302D"
"24427","LINC00484","hsa-miR-302d-3p","MIR302D"
"24428","AC007066.2","hsa-miR-302d-3p","MIR302D"
"24429","AL157392.3","hsa-miR-302d-3p","MIR302D"
"24430","AL450326.1","hsa-miR-302d-3p","MIR302D"
"24431","SGMS1-AS1","hsa-miR-302d-3p","MIR302D"
"24432","AL731537.1","hsa-miR-302d-3p","MIR302D"
"24433","LINC01553","hsa-miR-302d-3p","MIR302D"
"24434","LINC00858","hsa-miR-302d-3p","MIR302D"
"24435","AL136982.1","hsa-miR-302d-3p","MIR302D"
"24436","AGAP11","hsa-miR-302d-3p","MIR302D"
"24437","AL136982.6","hsa-miR-302d-3p","MIR302D"
"24438","AL157394.1","hsa-miR-302d-3p","MIR302D"
"24439","AL157400.4","hsa-miR-302d-3p","MIR302D"
"24440","KCNQ1OT1","hsa-miR-302d-3p","MIR302D"
"24441","SBF2-AS1","hsa-miR-302d-3p","MIR302D"
"24442","AP003774.1","hsa-miR-302d-3p","MIR302D"
"24443","NEAT1","hsa-miR-302d-3p","MIR302D"
"24444","AP001157.1","hsa-miR-302d-3p","MIR302D"
"24445","AP000560.1","hsa-miR-302d-3p","MIR302D"
"24446","RSF1-IT1","hsa-miR-302d-3p","MIR302D"
"24447","AP001541.1","hsa-miR-302d-3p","MIR302D"
"24448","AP001767.4","hsa-miR-302d-3p","MIR302D"
"24449","AP000974.1","hsa-miR-302d-3p","MIR302D"
"24450","USP2-AS1","hsa-miR-302d-3p","MIR302D"
"24451","LINC01395","hsa-miR-302d-3p","MIR302D"
"24452","AC010186.4","hsa-miR-302d-3p","MIR302D"
"24453","AC092821.3","hsa-miR-302d-3p","MIR302D"
"24454","AC023157.3","hsa-miR-302d-3p","MIR302D"
"24455","AC068888.1","hsa-miR-302d-3p","MIR302D"
"24456","AC026124.2","hsa-miR-302d-3p","MIR302D"
"24457","AC126474.2","hsa-miR-302d-3p","MIR302D"
"24458","HELLPAR","hsa-miR-302d-3p","MIR302D"
"24459","AC026362.1","hsa-miR-302d-3p","MIR302D"
"24460","AC073857.1","hsa-miR-302d-3p","MIR302D"
"24461","AC137767.1","hsa-miR-302d-3p","MIR302D"
"24462","AC145423.3","hsa-miR-302d-3p","MIR302D"
"24463","AC073592.7","hsa-miR-302d-3p","MIR302D"
"24464","AL161772.1","hsa-miR-302d-3p","MIR302D"
"24465","MIR17HG","hsa-miR-302d-3p","MIR302D"
"24466","AL136295.2","hsa-miR-302d-3p","MIR302D"
"24467","PSMA3-AS1","hsa-miR-302d-3p","MIR302D"
"24468","VASH1-AS1","hsa-miR-302d-3p","MIR302D"
"24469","AL163051.1","hsa-miR-302d-3p","MIR302D"
"24470","AL049840.4","hsa-miR-302d-3p","MIR302D"
"24471","AL583810.1","hsa-miR-302d-3p","MIR302D"
"24472","PWAR6","hsa-miR-302d-3p","MIR302D"
"24473","SNHG14","hsa-miR-302d-3p","MIR302D"
"24474","AC124312.3","hsa-miR-302d-3p","MIR302D"
"24475","ARHGAP11B","hsa-miR-302d-3p","MIR302D"
"24476","AC023908.3","hsa-miR-302d-3p","MIR302D"
"24477","AC023355.1","hsa-miR-302d-3p","MIR302D"
"24478","GABPB1-AS1","hsa-miR-302d-3p","MIR302D"
"24479","AC092756.1","hsa-miR-302d-3p","MIR302D"
"24480","USP3-AS1","hsa-miR-302d-3p","MIR302D"
"24481","NPTN-IT1","hsa-miR-302d-3p","MIR302D"
"24482","AC015871.3","hsa-miR-302d-3p","MIR302D"
"24483","AC087284.1","hsa-miR-302d-3p","MIR302D"
"24484","AC087477.2","hsa-miR-302d-3p","MIR302D"
"24485","AC015712.2","hsa-miR-302d-3p","MIR302D"
"24486","AC109597.2","hsa-miR-302d-3p","MIR302D"
"24487","AC120114.4","hsa-miR-302d-3p","MIR302D"
"24488","AC002310.2","hsa-miR-302d-3p","MIR302D"
"24489","AC135050.6","hsa-miR-302d-3p","MIR302D"
"24490","AC136621.1","hsa-miR-302d-3p","MIR302D"
"24491","AC010542.4","hsa-miR-302d-3p","MIR302D"
"24492","AC010530.1","hsa-miR-302d-3p","MIR302D"
"24493","AC020978.4","hsa-miR-302d-3p","MIR302D"
"24494","AC002044.2","hsa-miR-302d-3p","MIR302D"
"24495","AC116667.1","hsa-miR-302d-3p","MIR302D"
"24496","AC027279.1","hsa-miR-302d-3p","MIR302D"
"24497","AC092718.7","hsa-miR-302d-3p","MIR302D"
"24498","AC009283.1","hsa-miR-302d-3p","MIR302D"
"24499","AC125257.1","hsa-miR-302d-3p","MIR302D"
"24500","AC015909.3","hsa-miR-302d-3p","MIR302D"
"24501","AC091181.1","hsa-miR-302d-3p","MIR302D"
"24502","AC015883.1","hsa-miR-302d-3p","MIR302D"
"24503","AC025048.4","hsa-miR-302d-3p","MIR302D"
"24504","AC005746.1","hsa-miR-302d-3p","MIR302D"
"24505","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-miR-302d-3p","MIR302D"
"24506","AC134407.2","hsa-miR-302d-3p","MIR302D"
"24507","AC005332.7","hsa-miR-302d-3p","MIR302D"
"24508","SNHG16","hsa-miR-302d-3p","MIR302D"
"24509","SNHG20","hsa-miR-302d-3p","MIR302D"
"24510","BAIAP2-AS1","hsa-miR-302d-3p","MIR302D"
"24511","AC027601.5","hsa-miR-302d-3p","MIR302D"
"24512","AC145207.5","hsa-miR-302d-3p","MIR302D"
"24513","AC079062.1","hsa-miR-302d-3p","MIR302D"
"24514","AC068473.3","hsa-miR-302d-3p","MIR302D"
"24515","AC068473.5","hsa-miR-302d-3p","MIR302D"
"24516","AC005785.2","hsa-miR-302d-3p","MIR302D"
"24517","AC008764.10","hsa-miR-302d-3p","MIR302D"
"24518","AC011503.2","hsa-miR-302d-3p","MIR302D"
"24519","AC092279.2","hsa-miR-302d-3p","MIR302D"
"24520","AC008555.8","hsa-miR-302d-3p","MIR302D"
"24521","AC020928.1","hsa-miR-302d-3p","MIR302D"
"24522","AC093227.1","hsa-miR-302d-3p","MIR302D"
"24523","AC022144.1","hsa-miR-302d-3p","MIR302D"
"24524","AC006486.2","hsa-miR-302d-3p","MIR302D"
"24525","AC243964.3","hsa-miR-302d-3p","MIR302D"
"24526","AC011468.1","hsa-miR-302d-3p","MIR302D"
"24527","AC022150.4","hsa-miR-302d-3p","MIR302D"
"24528","AC011476.3","hsa-miR-302d-3p","MIR302D"
"24529","AC005261.1","hsa-miR-302d-3p","MIR302D"
"24530","AC008969.1","hsa-miR-302d-3p","MIR302D"
"24531","AL049712.1","hsa-miR-302d-3p","MIR302D"
"24532","AL121890.4","hsa-miR-302d-3p","MIR302D"
"24533","AL035252.3","hsa-miR-302d-3p","MIR302D"
"24534","NORAD","hsa-miR-302d-3p","MIR302D"
"24535","OSER1-AS1","hsa-miR-302d-3p","MIR302D"
"24536","STK4-AS1","hsa-miR-302d-3p","MIR302D"
"24537","ZFAS1","hsa-miR-302d-3p","MIR302D"
"24538","BTG3-AS1","hsa-miR-302d-3p","MIR302D"
"24539","AP001505.1","hsa-miR-302d-3p","MIR302D"
"24540","LINC00205","hsa-miR-302d-3p","MIR302D"
"24541","AJ239328.1","hsa-miR-302d-3p","MIR302D"
"24542","AC016026.1","hsa-miR-302d-3p","MIR302D"
"24543","Z95114.1","hsa-miR-302d-3p","MIR302D"
"24544","AL022311.1","hsa-miR-302d-3p","MIR302D"
"24545","AL031595.3","hsa-miR-302d-3p","MIR302D"
"24546","AL031595.2","hsa-miR-302d-3p","MIR302D"
"24547","Z95331.1","hsa-miR-302d-3p","MIR302D"
"24548","MIRLET7BHG","hsa-miR-302d-3p","MIR302D"
"24549","AL021392.1","hsa-miR-302d-3p","MIR302D"
"24550","AC004656.1","hsa-miR-302d-3p","MIR302D"
"24551","AC112496.1","hsa-miR-302d-3p","MIR302D"
"24552","XIST","hsa-miR-302d-3p","MIR302D"
"24553","ARMCX5-GPRASP2","hsa-miR-302d-3p","MIR302D"
"24554","AC245140.2","hsa-miR-302d-3p","MIR302D"
"24555","TTTY15","hsa-miR-302d-3p","MIR302D"
"24556","AL645728.1","hsa-miR-302e","MIR302E"
"24557","AL357140.2","hsa-miR-302e","MIR302E"
"24558","NPPA-AS1","hsa-miR-302e","MIR302E"
"24559","PINK1-AS","hsa-miR-302e","MIR302E"
"24560","AL513497.1","hsa-miR-302e","MIR302E"
"24561","AL050341.2","hsa-miR-302e","MIR302E"
"24562","SLFNL1-AS1","hsa-miR-302e","MIR302E"
"24563","AL606760.1","hsa-miR-302e","MIR302E"
"24564","AL133320.1","hsa-miR-302e","MIR302E"
"24565","AL590094.1","hsa-miR-302e","MIR302E"
"24566","CCDC18-AS1","hsa-miR-302e","MIR302E"
"24567","AC093157.1","hsa-miR-302e","MIR302E"
"24568","AL355488.1","hsa-miR-302e","MIR302E"
"24569","AC239868.3","hsa-miR-302e","MIR302E"
"24570","IL6R-AS1","hsa-miR-302e","MIR302E"
"24571","AL359962.2","hsa-miR-302e","MIR302E"
"24572","MIR181A1HG","hsa-miR-302e","MIR302E"
"24573","BLACAT1","hsa-miR-302e","MIR302E"
"24574","AL117350.1","hsa-miR-302e","MIR302E"
"24575","AC016747.1","hsa-miR-302e","MIR302E"
"24576","LINC01798","hsa-miR-302e","MIR302E"
"24577","AC009299.3","hsa-miR-302e","MIR302E"
"24578","AC007405.3","hsa-miR-302e","MIR302E"
"24579","HAGLR","hsa-miR-302e","MIR302E"
"24580","KLF7-IT1","hsa-miR-302e","MIR302E"
"24581","AC005538.2","hsa-miR-302e","MIR302E"
"24582","AC104667.2","hsa-miR-302e","MIR302E"
"24583","LMCD1-AS1","hsa-miR-302e","MIR302E"
"24584","FGD5-AS1","hsa-miR-302e","MIR302E"
"24585","SH3BP5-AS1","hsa-miR-302e","MIR302E"
"24586","MAGI1-IT1","hsa-miR-302e","MIR302E"
"24587","AC093010.3","hsa-miR-302e","MIR302E"
"24588","LINC02035","hsa-miR-302e","MIR302E"
"24589","CCDC37-AS1","hsa-miR-302e","MIR302E"
"24590","AC069224.1","hsa-miR-302e","MIR302E"
"24591","MUC20-OT1","hsa-miR-302e","MIR302E"
"24592","NOP14-AS1","hsa-miR-302e","MIR302E"
"24593","AC097376.2","hsa-miR-302e","MIR302E"
"24594","AC098864.1","hsa-miR-302e","MIR302E"
"24595","LINC01194","hsa-miR-302e","MIR302E"
"24596","NNT-AS1","hsa-miR-302e","MIR302E"
"24597","PART1","hsa-miR-302e","MIR302E"
"24598","SCAMP1-AS1","hsa-miR-302e","MIR302E"
"24599","AC008771.1","hsa-miR-302e","MIR302E"
"24600","AC099487.1","hsa-miR-302e","MIR302E"
"24601","AC021078.1","hsa-miR-302e","MIR302E"
"24602","HCG18","hsa-miR-302e","MIR302E"
"24603","AL035587.1","hsa-miR-302e","MIR302E"
"24604","LINC00472","hsa-miR-302e","MIR302E"
"24605","AC092171.5","hsa-miR-302e","MIR302E"
"24606","AC080080.1","hsa-miR-302e","MIR302E"
"24607","AC005083.1","hsa-miR-302e","MIR302E"
"24608","HOXA-AS2","hsa-miR-302e","MIR302E"
"24609","AC005154.1","hsa-miR-302e","MIR302E"
"24610","AC073188.4","hsa-miR-302e","MIR302E"
"24611","AC005072.1","hsa-miR-302e","MIR302E"
"24612","AC000123.3","hsa-miR-302e","MIR302E"
"24613","AC090114.2","hsa-miR-302e","MIR302E"
"24614","AC007938.2","hsa-miR-302e","MIR302E"
"24615","LINC00689","hsa-miR-302e","MIR302E"
"24616","AC009630.2","hsa-miR-302e","MIR302E"
"24617","AC064807.1","hsa-miR-302e","MIR302E"
"24618","AC100814.1","hsa-miR-302e","MIR302E"
"24619","MSC-AS1","hsa-miR-302e","MIR302E"
"24620","AC106038.1","hsa-miR-302e","MIR302E"
"24621","AP003469.4","hsa-miR-302e","MIR302E"
"24622","RFX3-AS1","hsa-miR-302e","MIR302E"
"24623","CDKN2B-AS1","hsa-miR-302e","MIR302E"
"24624","EBLN3P","hsa-miR-302e","MIR302E"
"24625","AL158825.2","hsa-miR-302e","MIR302E"
"24626","AL354920.1","hsa-miR-302e","MIR302E"
"24627","LINC00484","hsa-miR-302e","MIR302E"
"24628","AC007066.2","hsa-miR-302e","MIR302E"
"24629","SGMS1-AS1","hsa-miR-302e","MIR302E"
"24630","AL731537.1","hsa-miR-302e","MIR302E"
"24631","LINC01553","hsa-miR-302e","MIR302E"
"24632","LINC00858","hsa-miR-302e","MIR302E"
"24633","AL157394.1","hsa-miR-302e","MIR302E"
"24634","KCNQ1OT1","hsa-miR-302e","MIR302E"
"24635","SBF2-AS1","hsa-miR-302e","MIR302E"
"24636","AP003774.1","hsa-miR-302e","MIR302E"
"24637","NEAT1","hsa-miR-302e","MIR302E"
"24638","AP001157.1","hsa-miR-302e","MIR302E"
"24639","AP000560.1","hsa-miR-302e","MIR302E"
"24640","RSF1-IT1","hsa-miR-302e","MIR302E"
"24641","AP001541.1","hsa-miR-302e","MIR302E"
"24642","AP001767.4","hsa-miR-302e","MIR302E"
"24643","AP000974.1","hsa-miR-302e","MIR302E"
"24644","USP2-AS1","hsa-miR-302e","MIR302E"
"24645","LINC01395","hsa-miR-302e","MIR302E"
"24646","AC010186.4","hsa-miR-302e","MIR302E"
"24647","AC092821.3","hsa-miR-302e","MIR302E"
"24648","AC023157.3","hsa-miR-302e","MIR302E"
"24649","AC068888.1","hsa-miR-302e","MIR302E"
"24650","AC026124.2","hsa-miR-302e","MIR302E"
"24651","LINC02409","hsa-miR-302e","MIR302E"
"24652","AC126474.2","hsa-miR-302e","MIR302E"
"24653","HELLPAR","hsa-miR-302e","MIR302E"
"24654","AC026362.1","hsa-miR-302e","MIR302E"
"24655","AC073857.1","hsa-miR-302e","MIR302E"
"24656","AC137767.1","hsa-miR-302e","MIR302E"
"24657","AC145423.3","hsa-miR-302e","MIR302E"
"24658","AC073592.7","hsa-miR-302e","MIR302E"
"24659","AL161772.1","hsa-miR-302e","MIR302E"
"24660","MIR17HG","hsa-miR-302e","MIR302E"
"24661","AL136295.2","hsa-miR-302e","MIR302E"
"24662","PSMA3-AS1","hsa-miR-302e","MIR302E"
"24663","VASH1-AS1","hsa-miR-302e","MIR302E"
"24664","AL163051.1","hsa-miR-302e","MIR302E"
"24665","AL049840.4","hsa-miR-302e","MIR302E"
"24666","AL583810.1","hsa-miR-302e","MIR302E"
"24667","PWAR6","hsa-miR-302e","MIR302E"
"24668","SNHG14","hsa-miR-302e","MIR302E"
"24669","AC124312.3","hsa-miR-302e","MIR302E"
"24670","ARHGAP11B","hsa-miR-302e","MIR302E"
"24671","AC023908.3","hsa-miR-302e","MIR302E"
"24672","AC023355.1","hsa-miR-302e","MIR302E"
"24673","GABPB1-AS1","hsa-miR-302e","MIR302E"
"24674","AC092756.1","hsa-miR-302e","MIR302E"
"24675","USP3-AS1","hsa-miR-302e","MIR302E"
"24676","NPTN-IT1","hsa-miR-302e","MIR302E"
"24677","AC015871.3","hsa-miR-302e","MIR302E"
"24678","AC087284.1","hsa-miR-302e","MIR302E"
"24679","AC087477.2","hsa-miR-302e","MIR302E"
"24680","AC015712.2","hsa-miR-302e","MIR302E"
"24681","AC109597.2","hsa-miR-302e","MIR302E"
"24682","AC120114.4","hsa-miR-302e","MIR302E"
"24683","AC002310.2","hsa-miR-302e","MIR302E"
"24684","AC135050.6","hsa-miR-302e","MIR302E"
"24685","AC136621.1","hsa-miR-302e","MIR302E"
"24686","AC010542.4","hsa-miR-302e","MIR302E"
"24687","AC010530.1","hsa-miR-302e","MIR302E"
"24688","AC020978.4","hsa-miR-302e","MIR302E"
"24689","AC002044.2","hsa-miR-302e","MIR302E"
"24690","AC116667.1","hsa-miR-302e","MIR302E"
"24691","AC027279.1","hsa-miR-302e","MIR302E"
"24692","AC092718.7","hsa-miR-302e","MIR302E"
"24693","AC009283.1","hsa-miR-302e","MIR302E"
"24694","AC125257.1","hsa-miR-302e","MIR302E"
"24695","AC015909.3","hsa-miR-302e","MIR302E"
"24696","AC091181.1","hsa-miR-302e","MIR302E"
"24697","AC015883.1","hsa-miR-302e","MIR302E"
"24698","AC025048.4","hsa-miR-302e","MIR302E"
"24699","AC005746.1","hsa-miR-302e","MIR302E"
"24700","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-miR-302e","MIR302E"
"24701","AC134407.2","hsa-miR-302e","MIR302E"
"24702","AC005332.7","hsa-miR-302e","MIR302E"
"24703","SNHG16","hsa-miR-302e","MIR302E"
"24704","SNHG20","hsa-miR-302e","MIR302E"
"24705","BAIAP2-AS1","hsa-miR-302e","MIR302E"
"24706","AC027601.5","hsa-miR-302e","MIR302E"
"24707","AC145207.5","hsa-miR-302e","MIR302E"
"24708","AC079062.1","hsa-miR-302e","MIR302E"
"24709","AC068473.3","hsa-miR-302e","MIR302E"
"24710","AC068473.5","hsa-miR-302e","MIR302E"
"24711","AC005785.2","hsa-miR-302e","MIR302E"
"24712","AC008764.10","hsa-miR-302e","MIR302E"
"24713","AC011503.2","hsa-miR-302e","MIR302E"
"24714","AC092279.2","hsa-miR-302e","MIR302E"
"24715","AC008555.8","hsa-miR-302e","MIR302E"
"24716","AC020928.1","hsa-miR-302e","MIR302E"
"24717","AC093227.1","hsa-miR-302e","MIR302E"
"24718","AC022144.1","hsa-miR-302e","MIR302E"
"24719","AC006486.2","hsa-miR-302e","MIR302E"
"24720","AC243964.3","hsa-miR-302e","MIR302E"
"24721","AC011468.1","hsa-miR-302e","MIR302E"
"24722","AC022150.4","hsa-miR-302e","MIR302E"
"24723","AC011476.3","hsa-miR-302e","MIR302E"
"24724","AC005261.1","hsa-miR-302e","MIR302E"
"24725","AC008969.1","hsa-miR-302e","MIR302E"
"24726","AL049712.1","hsa-miR-302e","MIR302E"
"24727","AL121890.4","hsa-miR-302e","MIR302E"
"24728","AL035252.3","hsa-miR-302e","MIR302E"
"24729","NORAD","hsa-miR-302e","MIR302E"
"24730","OSER1-AS1","hsa-miR-302e","MIR302E"
"24731","STK4-AS1","hsa-miR-302e","MIR302E"
"24732","ZFAS1","hsa-miR-302e","MIR302E"
"24733","BTG3-AS1","hsa-miR-302e","MIR302E"
"24734","AP001505.1","hsa-miR-302e","MIR302E"
"24735","AJ239328.1","hsa-miR-302e","MIR302E"
"24736","AC016026.1","hsa-miR-302e","MIR302E"
"24737","Z95114.1","hsa-miR-302e","MIR302E"
"24738","AL022311.1","hsa-miR-302e","MIR302E"
"24739","AL031595.3","hsa-miR-302e","MIR302E"
"24740","AL031595.2","hsa-miR-302e","MIR302E"
"24741","Z95331.1","hsa-miR-302e","MIR302E"
"24742","MIRLET7BHG","hsa-miR-302e","MIR302E"
"24743","AL021392.1","hsa-miR-302e","MIR302E"
"24744","AC004656.1","hsa-miR-302e","MIR302E"
"24745","AC112496.1","hsa-miR-302e","MIR302E"
"24746","XIST","hsa-miR-302e","MIR302E"
"24747","ARMCX5-GPRASP2","hsa-miR-302e","MIR302E"
"24748","AC245140.2","hsa-miR-302e","MIR302E"
"24749","TTTY15","hsa-miR-302e","MIR302E"
"24750","AL645608.1","hsa-miR-3064-5p","MIR3064"
"24751","AL109811.1","hsa-miR-3064-5p","MIR3064"
"24752","AL049795.2","hsa-miR-3064-5p","MIR3064"
"24753","AL662907.1","hsa-miR-3064-5p","MIR3064"
"24754","SLFNL1-AS1","hsa-miR-3064-5p","MIR3064"
"24755","AL139220.2","hsa-miR-3064-5p","MIR3064"
"24756","LINC01787","hsa-miR-3064-5p","MIR3064"
"24757","AL358072.1","hsa-miR-3064-5p","MIR3064"
"24758","AC239800.3","hsa-miR-3064-5p","MIR3064"
"24759","MIR29B2CHG","hsa-miR-3064-5p","MIR3064"
"24760","AL929236.1","hsa-miR-3064-5p","MIR3064"
"24761","LINC01641","hsa-miR-3064-5p","MIR3064"
"24762","LGALS8-AS1","hsa-miR-3064-5p","MIR3064"
"24763","AC012073.1","hsa-miR-3064-5p","MIR3064"
"24764","AC074091.1","hsa-miR-3064-5p","MIR3064"
"24765","AC068282.1","hsa-miR-3064-5p","MIR3064"
"24766","LINC01963","hsa-miR-3064-5p","MIR3064"
"24767","AC097468.3","hsa-miR-3064-5p","MIR3064"
"24768","ENTPD3-AS1","hsa-miR-3064-5p","MIR3064"
"24769","AC006252.1","hsa-miR-3064-5p","MIR3064"
"24770","ZBTB11-AS1","hsa-miR-3064-5p","MIR3064"
"24771","MYLK-AS1","hsa-miR-3064-5p","MIR3064"
"24772","AC016968.1","hsa-miR-3064-5p","MIR3064"
