lncRNA,miRNA,gene,DE_type,cancer,ceRNA
UBR5-AS1,MIR196A1,RFX5,lnc_sig,PRAD,UBR5-AS1-MIR196A1-RFX5
AC087741.1,MIR186,JUND,lnc_miR_sig,READ,AC087741.1-MIR186-JUND
AL022311.1,MIR4756,IFNAR2,lnc_gene_sig,READ,AL022311.1-MIR4756-IFNAR2
AL022311.1,MIR4756,ZC3HAV1L,lnc_gene_sig,READ,AL022311.1-MIR4756-ZC3HAV1L
C5orf66,MIR145,CDK4,lnc_miR_gene_sig,READ,C5orf66-MIR145-CDK4
C5orf66,MIR145,VEGFA,lnc_miR_gene_sig,READ,C5orf66-MIR145-VEGFA
HCP5,MIR33A,HSPA8,gene_sig,READ,HCP5-MIR33A-HSPA8
LINC01140,MIR200B,MALT1,lnc_sig,READ,LINC01140-MIR200B-MALT1
LINC01140,MIR429,AVPR1A,lnc_miR_gene_sig,READ,LINC01140-MIR429-AVPR1A
LINC01140,MIR429,MALT1,lnc_miR_sig,READ,LINC01140-MIR429-MALT1
MIR194-2HG,MIR125B1,ADRM1,gene_sig,READ,MIR194-2HG-MIR125B1-ADRM1
MIR194-2HG,MIR125B1,BCL3,gene_sig,READ,MIR194-2HG-MIR125B1-BCL3
MIRLET7BHG,MIR4756,ZC3HAV1L,lnc_gene_sig,READ,MIRLET7BHG-MIR4756-ZC3HAV1L
AC005083.1,MIR665,CALR,lnc_gene_sig,STAD,AC005083.1-MIR665-CALR
AC005083.1,MIR665,IREB2,lnc_gene_sig,STAD,AC005083.1-MIR665-IREB2
AC005083.1,MIR665,NR2F6,lnc_sig,STAD,AC005083.1-MIR665-NR2F6
AC005083.1,MIR665,PSMC4,lnc_gene_sig,STAD,AC005083.1-MIR665-PSMC4
AC009237.14,MIR125B1,ADRM1,lnc_gene_sig,STAD,AC009237.14-MIR125B1-ADRM1
AC009237.14,MIR125B1,BCL3,lnc_gene_sig,STAD,AC009237.14-MIR125B1-BCL3
AC009237.14,MIR125B1,HDGF,lnc_gene_sig,STAD,AC009237.14-MIR125B1-HDGF
AC009237.14,MIR125B1,TOR2A,lnc_gene_sig,STAD,AC009237.14-MIR125B1-TOR2A
AC129507.1,MIR210,BTK,lnc_sig,STAD,AC129507.1-MIR210-BTK
AF127936.1,MIR205,IL32,lnc_gene_sig,STAD,AF127936.1-MIR205-IL32
AF127936.1,MIR205,LYN,lnc_gene_sig,STAD,AF127936.1-MIR205-LYN
AF127936.1,MIR205,TMSB4X,lnc_sig,STAD,AF127936.1-MIR205-TMSB4X
AFAP1-AS1,MIR145,GMFB,lnc_gene_sig,STAD,AFAP1-AS1-MIR145-GMFB
AFAP1-AS1,MIR145,MMP12,lnc_gene_sig,STAD,AFAP1-AS1-MIR145-MMP12
AFAP1-AS1,MIR145,NRAS,lnc_gene_sig,STAD,AFAP1-AS1-MIR145-NRAS
AFAP1-AS1,MIR145,PAK4,lnc_gene_sig,STAD,AFAP1-AS1-MIR145-PAK4
AGAP2-AS1,MIR16-1,ZYX,lnc_miR_sig,STAD,AGAP2-AS1-MIR16-1-ZYX
AL133215.2,MIR23B,HDGF,lnc_gene_sig,STAD,AL133215.2-MIR23B-HDGF
AL133215.2,MIR23B,PSMD14,lnc_gene_sig,STAD,AL133215.2-MIR23B-PSMD14
AL133215.2,MIR23B,SRC,lnc_gene_sig,STAD,AL133215.2-MIR23B-SRC
AL512413.1,MIR212,PSMD1,lnc_gene_sig,STAD,AL512413.1-MIR212-PSMD1
CASC9,MIR145,CDK4,lnc_gene_sig,STAD,CASC9-MIR145-CDK4
CASC9,MIR145,GMFB,lnc_gene_sig,STAD,CASC9-MIR145-GMFB
CASC9,MIR145,PAK4,lnc_gene_sig,STAD,CASC9-MIR145-PAK4
CYTOR,MIR27B,ADAR,lnc_miR_gene_sig,STAD,CYTOR-MIR27B-ADAR
CYTOR,MIR27B,HLA-DRA,lnc_miR_gene_sig,STAD,CYTOR-MIR27B-HLA-DRA
CYTOR,MIR27B,NRAS,lnc_miR_gene_sig,STAD,CYTOR-MIR27B-NRAS
CYTOR,MIR27B,TMSB10,lnc_miR_gene_sig,STAD,CYTOR-MIR27B-TMSB10
CYTOR,MIR27B,TOR2A,lnc_miR_gene_sig,STAD,CYTOR-MIR27B-TOR2A
DANCR,MIR125B1,ADRM1,lnc_gene_sig,STAD,DANCR-MIR125B1-ADRM1
DANCR,MIR125B1,CD320,lnc_gene_sig,STAD,DANCR-MIR125B1-CD320
DANCR,MIR125B1,HDGF,lnc_gene_sig,STAD,DANCR-MIR125B1-HDGF
DANCR,MIR125B1,PF4,lnc_sig,STAD,DANCR-MIR125B1-PF4
DANCR,MIR125B1,PRDX2,lnc_sig,STAD,DANCR-MIR125B1-PRDX2
DANCR,MIR125B1,TOR2A,lnc_gene_sig,STAD,DANCR-MIR125B1-TOR2A
DANCR,MIR145,CDK4,lnc_gene_sig,STAD,DANCR-MIR145-CDK4
DANCR,MIR145,GMFB,lnc_gene_sig,STAD,DANCR-MIR145-GMFB
DANCR,MIR145,NRAS,lnc_gene_sig,STAD,DANCR-MIR145-NRAS
DANCR,MIR145,PAK4,lnc_gene_sig,STAD,DANCR-MIR145-PAK4
DANCR,MIR145,VEGFA,lnc_gene_sig,STAD,DANCR-MIR145-VEGFA
DCST1-AS1,MIR605,ACTG1,lnc_gene_sig,STAD,DCST1-AS1-MIR605-ACTG1
DCST1-AS1,MIR605,PSMD10,lnc_gene_sig,STAD,DCST1-AS1-MIR605-PSMD10
DCST1-AS1,MIR665,AEN,lnc_gene_sig,STAD,DCST1-AS1-MIR665-AEN
DCST1-AS1,MIR665,CALR,lnc_gene_sig,STAD,DCST1-AS1-MIR665-CALR
DCST1-AS1,MIR665,CHP1,lnc_sig,STAD,DCST1-AS1-MIR665-CHP1
DCST1-AS1,MIR665,IREB2,lnc_gene_sig,STAD,DCST1-AS1-MIR665-IREB2
DCST1-AS1,MIR665,NR2F6,lnc_sig,STAD,DCST1-AS1-MIR665-NR2F6
DCST1-AS1,MIR665,PSMC4,lnc_gene_sig,STAD,DCST1-AS1-MIR665-PSMC4
FUT8-AS1,MIR145,GMFB,gene_sig,STAD,FUT8-AS1-MIR145-GMFB
FUT8-AS1,MIR145,NRAS,gene_sig,STAD,FUT8-AS1-MIR145-NRAS
FUT8-AS1,MIR145,STAT1,gene_sig,STAD,FUT8-AS1-MIR145-STAT1
FUT8-AS1,MIR145,VEGFA,gene_sig,STAD,FUT8-AS1-MIR145-VEGFA
LINC00659,MIR342,CALR,lnc_gene_sig,STAD,LINC00659-MIR342-CALR
LINC00659,MIR342,CANX,lnc_gene_sig,STAD,LINC00659-MIR342-CANX
LINC00659,MIR342,HDGF,lnc_gene_sig,STAD,LINC00659-MIR342-HDGF
LINC00659,MIR342,NDRG1,lnc_sig,STAD,LINC00659-MIR342-NDRG1
LINC00659,MIR342,PPIA,lnc_gene_sig,STAD,LINC00659-MIR342-PPIA
LINC00659,MIR342,TFRC,lnc_gene_sig,STAD,LINC00659-MIR342-TFRC
LINC00659,MIR342,TOR2A,lnc_gene_sig,STAD,LINC00659-MIR342-TOR2A
LINC01224,MIR27B,ADAR,lnc_miR_gene_sig,STAD,LINC01224-MIR27B-ADAR
LINC01224,MIR27B,NRAS,lnc_miR_gene_sig,STAD,LINC01224-MIR27B-NRAS
LINC01224,MIR27B,TOR2A,lnc_miR_gene_sig,STAD,LINC01224-MIR27B-TOR2A
MIR497HG,MIR16-1,FGFR1,lnc_miR_sig,STAD,MIR497HG-MIR16-1-FGFR1
MIR497HG,MIR16-1,TPM2,lnc_miR_gene_sig,STAD,MIR497HG-MIR16-1-TPM2
MIR497HG,MIR16-1,ZYX,lnc_miR_sig,STAD,MIR497HG-MIR16-1-ZYX
MSC-AS1,MIR25,ENG,lnc_miR_gene_sig,STAD,MSC-AS1-MIR25-ENG
MSC-AS1,MIR25,FGF2,lnc_miR_gene_sig,STAD,MSC-AS1-MIR25-FGF2
MSC-AS1,MIR25,PDGFRL,lnc_miR_sig,STAD,MSC-AS1-MIR25-PDGFRL
NR2F1-AS1,MIR25,ENG,miR_gene_sig,STAD,NR2F1-AS1-MIR25-ENG
NR2F1-AS1,MIR25,FGF2,miR_gene_sig,STAD,NR2F1-AS1-MIR25-FGF2
NR2F1-AS1,MIR25,PDGFRL,miR_sig,STAD,NR2F1-AS1-MIR25-PDGFRL
OGFRP1,MIR665,AEN,lnc_gene_sig,STAD,OGFRP1-MIR665-AEN
OGFRP1,MIR665,CALR,lnc_gene_sig,STAD,OGFRP1-MIR665-CALR
OGFRP1,MIR665,CHP1,lnc_sig,STAD,OGFRP1-MIR665-CHP1
OGFRP1,MIR665,IREB2,lnc_gene_sig,STAD,OGFRP1-MIR665-IREB2
OGFRP1,MIR665,NR2F6,lnc_sig,STAD,OGFRP1-MIR665-NR2F6
OGFRP1,MIR665,PSMC4,lnc_gene_sig,STAD,OGFRP1-MIR665-PSMC4
SNHG15,MIR4756,NFYB,lnc_gene_sig,STAD,SNHG15-MIR4756-NFYB
SNHG15,MIR605,ACTG1,lnc_gene_sig,STAD,SNHG15-MIR605-ACTG1
SNHG15,MIR605,PSMD10,lnc_gene_sig,STAD,SNHG15-MIR605-PSMD10
SNHG15,MIR665,AEN,lnc_gene_sig,STAD,SNHG15-MIR665-AEN
SNHG15,MIR665,CALR,lnc_gene_sig,STAD,SNHG15-MIR665-CALR
SNHG15,MIR665,IREB2,lnc_gene_sig,STAD,SNHG15-MIR665-IREB2
SNHG15,MIR665,NR2F6,lnc_sig,STAD,SNHG15-MIR665-NR2F6
SNHG15,MIR665,PSMC4,lnc_gene_sig,STAD,SNHG15-MIR665-PSMC4
SOX21-AS1,MIR145,TNFSF13,lnc_sig,STAD,SOX21-AS1-MIR145-TNFSF13
TYMSOS,MIR23B,HDGF,lnc_gene_sig,STAD,TYMSOS-MIR23B-HDGF
TYMSOS,MIR23B,PSMD14,lnc_gene_sig,STAD,TYMSOS-MIR23B-PSMD14
VPS9D1-AS1,MIR23B,HDGF,lnc_gene_sig,STAD,VPS9D1-AS1-MIR23B-HDGF
VPS9D1-AS1,MIR23B,PSMD14,lnc_gene_sig,STAD,VPS9D1-AS1-MIR23B-PSMD14
VPS9D1-AS1,MIR23B,SRC,lnc_gene_sig,STAD,VPS9D1-AS1-MIR23B-SRC
VPS9D1-AS1,MIR4756,NFYB,lnc_gene_sig,STAD,VPS9D1-AS1-MIR4756-NFYB
A1BG-AS1,MIR766,BMPR1A,lnc_gene_sig,THCA,A1BG-AS1-MIR766-BMPR1A
A1BG-AS1,MIR766,CDK4,lnc_sig,THCA,A1BG-AS1-MIR766-CDK4
A1BG-AS1,MIR766,IL17RB,lnc_sig,THCA,A1BG-AS1-MIR766-IL17RB
A1BG-AS1,MIR766,MAPK1,lnc_sig,THCA,A1BG-AS1-MIR766-MAPK1
A1BG-AS1,MIR766,NFAT5,lnc_sig,THCA,A1BG-AS1-MIR766-NFAT5
A1BG-AS1,MIR766,NR1D2,lnc_sig,THCA,A1BG-AS1-MIR766-NR1D2
A1BG-AS1,MIR766,PLCG1,lnc_sig,THCA,A1BG-AS1-MIR766-PLCG1
A1BG-AS1,MIR766,PLXNA3,lnc_gene_sig,THCA,A1BG-AS1-MIR766-PLXNA3
A1BG-AS1,MIR766,PLXNB1,lnc_sig,THCA,A1BG-AS1-MIR766-PLXNB1
A1BG-AS1,MIR766,SDC4,lnc_gene_sig,THCA,A1BG-AS1-MIR766-SDC4
A1BG-AS1,MIR766,ZC3HAV1L,lnc_sig,THCA,A1BG-AS1-MIR766-ZC3HAV1L
AC004847.1,MIR708,BIRC5,lnc_miR_sig,THCA,AC004847.1-MIR708-BIRC5
AC004847.1,MIR708,CXCL5,lnc_miR_gene_sig,THCA,AC004847.1-MIR708-CXCL5
AC007743.1,MIR766,BMPR1A,lnc_gene_sig,THCA,AC007743.1-MIR766-BMPR1A
AC007743.1,MIR766,CALR,lnc_gene_sig,THCA,AC007743.1-MIR766-CALR
AC007743.1,MIR766,CDK4,lnc_sig,THCA,AC007743.1-MIR766-CDK4
AC007743.1,MIR766,IL17RB,lnc_sig,THCA,AC007743.1-MIR766-IL17RB
AC007743.1,MIR766,MAPK1,lnc_sig,THCA,AC007743.1-MIR766-MAPK1
AC007743.1,MIR766,NFAT5,lnc_sig,THCA,AC007743.1-MIR766-NFAT5
AC007743.1,MIR766,NR1D2,lnc_sig,THCA,AC007743.1-MIR766-NR1D2
AC007743.1,MIR766,PLCG1,lnc_sig,THCA,AC007743.1-MIR766-PLCG1
AC007743.1,MIR766,PLXNB1,lnc_sig,THCA,AC007743.1-MIR766-PLXNB1
AC007743.1,MIR766,VEGFC,lnc_sig,THCA,AC007743.1-MIR766-VEGFC
AC007743.1,MIR766,ZC3HAV1L,lnc_sig,THCA,AC007743.1-MIR766-ZC3HAV1L
AC010226.1,MIR146B,RARB,lnc_miR_gene_sig,THCA,AC010226.1-MIR146B-RARB
AC023043.4,MIR107,CYSLTR2,lnc_gene_sig,THCA,AC023043.4-MIR107-CYSLTR2
AC023043.4,MIR107,FGF2,lnc_gene_sig,THCA,AC023043.4-MIR107-FGF2
AC027796.4,MIR766,IL17RB,lnc_sig,THCA,AC027796.4-MIR766-IL17RB
AC027796.4,MIR766,NR2F6,lnc_gene_sig,THCA,AC027796.4-MIR766-NR2F6
AC027796.4,MIR766,PLCG1,lnc_sig,THCA,AC027796.4-MIR766-PLCG1
AC027796.4,MIR766,PLXNA3,lnc_gene_sig,THCA,AC027796.4-MIR766-PLXNA3
AC027796.4,MIR766,PLXNB1,lnc_sig,THCA,AC027796.4-MIR766-PLXNB1
AC027796.4,MIR766,SDC4,lnc_gene_sig,THCA,AC027796.4-MIR766-SDC4
AC068888.1,MIR766,BMPR1A,gene_sig,THCA,AC068888.1-MIR766-BMPR1A
AC068888.1,MIR766,CALR,gene_sig,THCA,AC068888.1-MIR766-CALR
AC068888.1,MIR766,NR2F6,gene_sig,THCA,AC068888.1-MIR766-NR2F6
AC068888.1,MIR766,PLXNA3,gene_sig,THCA,AC068888.1-MIR766-PLXNA3
AC068888.1,MIR766,SDC4,gene_sig,THCA,AC068888.1-MIR766-SDC4
AC087289.5,MIR766,BMPR1A,gene_sig,THCA,AC087289.5-MIR766-BMPR1A
AC087289.5,MIR766,NR2F6,gene_sig,THCA,AC087289.5-MIR766-NR2F6
AC087289.5,MIR766,PLXNA3,gene_sig,THCA,AC087289.5-MIR766-PLXNA3
AC087289.5,MIR766,SDC4,gene_sig,THCA,AC087289.5-MIR766-SDC4
AC091563.1,MIR221,AVPR1A,lnc_miR_gene_sig,THCA,AC091563.1-MIR221-AVPR1A
AC138150.2,MIR766,NR2F6,gene_sig,THCA,AC138150.2-MIR766-NR2F6
AC138150.2,MIR766,PLXNA3,gene_sig,THCA,AC138150.2-MIR766-PLXNA3
AC138150.2,MIR766,SDC4,gene_sig,THCA,AC138150.2-MIR766-SDC4
AF127577.4,MIR345,PAK2,lnc_sig,THCA,AF127577.4-MIR345-PAK2
AF127936.1,MIRLET7I,LYN,miR_gene_sig,THCA,AF127936.1-MIRLET7I-LYN
AL031985.3,MIR107,CYSLTR2,lnc_gene_sig,THCA,AL031985.3-MIR107-CYSLTR2
AL031985.3,MIR107,FGF2,lnc_gene_sig,THCA,AL031985.3-MIR107-FGF2
AL031985.3,MIR654,IFNGR2,lnc_sig,THCA,AL031985.3-MIR654-IFNGR2
AL031985.3,MIR654,S100A16,lnc_gene_sig,THCA,AL031985.3-MIR654-S100A16
AL035661.1,MIR221,AVPR1A,lnc_miR_gene_sig,THCA,AL035661.1-MIR221-AVPR1A
AL162231.2,MIR146B,RARB,lnc_miR_gene_sig,THCA,AL162231.2-MIR146B-RARB
C8orf31,MIR339,SLC11A1,lnc_sig,THCA,C8orf31-MIR339-SLC11A1
CASC2,MIR221,AVPR1A,lnc_miR_gene_sig,THCA,CASC2-MIR221-AVPR1A
CCDC183-AS1,MIR146B,RARB,lnc_miR_gene_sig,THCA,CCDC183-AS1-MIR146B-RARB
CDKN2B-AS1,MIRLET7C,CXCL8,lnc_gene_sig,THCA,CDKN2B-AS1-MIRLET7C-CXCL8
CDKN2B-AS1,MIRLET7C,LYN,lnc_gene_sig,THCA,CDKN2B-AS1-MIRLET7C-LYN
CDKN2B-AS1,MIRLET7C,OLR1,lnc_gene_sig,THCA,CDKN2B-AS1-MIRLET7C-OLR1
CDKN2B-AS1,MIRLET7C,TNFSF9,lnc_gene_sig,THCA,CDKN2B-AS1-MIRLET7C-TNFSF9
CYP1B1-AS1,MIR152,CSF1,lnc_sig,THCA,CYP1B1-AS1-MIR152-CSF1
CYP1B1-AS1,MIR152,FGF2,lnc_gene_sig,THCA,CYP1B1-AS1-MIR152-FGF2
CYP1B1-AS1,MIR152,HLA-A,lnc_sig,THCA,CYP1B1-AS1-MIR152-HLA-A
CYP1B1-AS1,MIR152,HLA-C,lnc_sig,THCA,CYP1B1-AS1-MIR152-HLA-C
CYP1B1-AS1,MIR152,S1PR2,lnc_gene_sig,THCA,CYP1B1-AS1-MIR152-S1PR2
CYP1B1-AS1,MIR152,TGFA,lnc_gene_sig,THCA,CYP1B1-AS1-MIR152-TGFA
DCST1-AS1,MIR874,STAT3,lnc_sig,THCA,DCST1-AS1-MIR874-STAT3
FTX,MIR766,BMPR1A,gene_sig,THCA,FTX-MIR766-BMPR1A
FTX,MIR766,CALR,gene_sig,THCA,FTX-MIR766-CALR
FTX,MIR766,PLXNA3,gene_sig,THCA,FTX-MIR766-PLXNA3
FTX,MIR766,SDC4,gene_sig,THCA,FTX-MIR766-SDC4
H19,MIR331,IL4R,miR_sig,THCA,H19-MIR331-IL4R
HCP5,MIR101-1,MET,gene_sig,THCA,HCP5-MIR101-1-MET
HCP5,MIR106B,CTSS,gene_sig,THCA,HCP5-MIR106B-CTSS
HCP5,MIR106B,TNFRSF10A,gene_sig,THCA,HCP5-MIR106B-TNFRSF10A
HCP5,MIR106B,TNFRSF21,gene_sig,THCA,HCP5-MIR106B-TNFRSF21
HCP5,MIR106B,TNFSF11,gene_sig,THCA,HCP5-MIR106B-TNFSF11
HCP5,MIR186,CCL5,gene_sig,THCA,HCP5-MIR186-CCL5
HCP5,MIR186,CXCL5,gene_sig,THCA,HCP5-MIR186-CXCL5
HCP5,MIR186,GBP2,gene_sig,THCA,HCP5-MIR186-GBP2
HCP5,MIR186,OLR1,gene_sig,THCA,HCP5-MIR186-OLR1
HCP5,MIR331,IL4R,miR_sig,THCA,HCP5-MIR331-IL4R
HCP5,MIR345,CD40LG,gene_sig,THCA,HCP5-MIR345-CD40LG
IQCH-AS1,MIR766,BMPR1A,lnc_gene_sig,THCA,IQCH-AS1-MIR766-BMPR1A
IQCH-AS1,MIR766,CALR,lnc_gene_sig,THCA,IQCH-AS1-MIR766-CALR
IQCH-AS1,MIR766,CDK4,lnc_sig,THCA,IQCH-AS1-MIR766-CDK4
IQCH-AS1,MIR766,IL17RB,lnc_sig,THCA,IQCH-AS1-MIR766-IL17RB
IQCH-AS1,MIR766,MAPK1,lnc_sig,THCA,IQCH-AS1-MIR766-MAPK1
IQCH-AS1,MIR766,NFAT5,lnc_sig,THCA,IQCH-AS1-MIR766-NFAT5
IQCH-AS1,MIR766,NR1D2,lnc_sig,THCA,IQCH-AS1-MIR766-NR1D2
IQCH-AS1,MIR766,PLCG1,lnc_sig,THCA,IQCH-AS1-MIR766-PLCG1
IQCH-AS1,MIR766,PLXNB1,lnc_sig,THCA,IQCH-AS1-MIR766-PLXNB1
IQCH-AS1,MIR766,VEGFC,lnc_sig,THCA,IQCH-AS1-MIR766-VEGFC
IQCH-AS1,MIR766,ZC3HAV1L,lnc_sig,THCA,IQCH-AS1-MIR766-ZC3HAV1L
LINC00313,MIR331,IL4R,miR_sig,THCA,LINC00313-MIR331-IL4R
LINC00460,MIR491,B2M,lnc_sig,THCA,LINC00460-MIR491-B2M
LINC00460,MIR491,HLA-C,lnc_sig,THCA,LINC00460-MIR491-HLA-C
LINC00460,MIR491,NAMPT,lnc_sig,THCA,LINC00460-MIR491-NAMPT
LINC00511,MIR345,PAK2,lnc_sig,THCA,LINC00511-MIR345-PAK2
LINC00511,MIR874,STAT3,lnc_sig,THCA,LINC00511-MIR874-STAT3
LINC01224,MIR193A,TGFB2,lnc_gene_sig,THCA,LINC01224-MIR193A-TGFB2
LINC01232,MIR181A2,TNFRSF13B,lnc_gene_sig,THCA,LINC01232-MIR181A2-TNFRSF13B
LINC01232,MIR181A2,VCAM1,lnc_sig,THCA,LINC01232-MIR181A2-VCAM1
LINC01503,MIR331,IL4R,lnc_miR_sig,THCA,LINC01503-MIR331-IL4R
LINC01671,MIR186,CXCL5,gene_sig,THCA,LINC01671-MIR186-CXCL5
LINC01671,MIR186,GBP2,gene_sig,THCA,LINC01671-MIR186-GBP2
LINC01671,MIR186,OLR1,gene_sig,THCA,LINC01671-MIR186-OLR1
LINC01705,MIR186,CXCL5,gene_sig,THCA,LINC01705-MIR186-CXCL5
LINC01705,MIR186,OLR1,gene_sig,THCA,LINC01705-MIR186-OLR1
LINC01806,MIR766,BMPR1A,lnc_gene_sig,THCA,LINC01806-MIR766-BMPR1A
LINC01806,MIR766,CALR,lnc_gene_sig,THCA,LINC01806-MIR766-CALR
LINC01806,MIR766,CDK4,lnc_sig,THCA,LINC01806-MIR766-CDK4
LINC01806,MIR766,IL17RB,lnc_sig,THCA,LINC01806-MIR766-IL17RB
LINC01806,MIR766,MAPK1,lnc_sig,THCA,LINC01806-MIR766-MAPK1
LINC01806,MIR766,NFAT5,lnc_sig,THCA,LINC01806-MIR766-NFAT5
LINC01806,MIR766,NR1D2,lnc_sig,THCA,LINC01806-MIR766-NR1D2
LINC01806,MIR766,PLCG1,lnc_sig,THCA,LINC01806-MIR766-PLCG1
LINC01806,MIR766,VEGFC,lnc_sig,THCA,LINC01806-MIR766-VEGFC
LINC01806,MIR766,ZC3HAV1L,lnc_sig,THCA,LINC01806-MIR766-ZC3HAV1L
LINC01871,MIR345,CD40LG,lnc_gene_sig,THCA,LINC01871-MIR345-CD40LG
LINC02538,MIR146B,RARB,lnc_miR_gene_sig,THCA,LINC02538-MIR146B-RARB
NUTM2A-AS1,MIR766,BMPR1A,gene_sig,THCA,NUTM2A-AS1-MIR766-BMPR1A
NUTM2A-AS1,MIR766,CALR,gene_sig,THCA,NUTM2A-AS1-MIR766-CALR
NUTM2A-AS1,MIR766,PLXNA3,gene_sig,THCA,NUTM2A-AS1-MIR766-PLXNA3
TBX2-AS1,MIR146B,RARB,miR_gene_sig,THCA,TBX2-AS1-MIR146B-RARB
UCA1,MIR331,IL4R,miR_sig,THCA,UCA1-MIR331-IL4R
WT1-AS,MIR186,CXCL5,gene_sig,THCA,WT1-AS-MIR186-CXCL5
WT1-AS,MIR186,GBP2,gene_sig,THCA,WT1-AS-MIR186-GBP2
WT1-AS,MIR186,OLR1,gene_sig,THCA,WT1-AS-MIR186-OLR1
ZSCAN16-AS1,MIR146B,RARB,miR_gene_sig,THCA,ZSCAN16-AS1-MIR146B-RARB
AC067852.2,MIR215,MANF,gene_sig,UCEC,AC067852.2-MIR215-MANF
AC067852.2,MIR215,TNFSF12,gene_sig,UCEC,AC067852.2-MIR215-TNFSF12
AC067852.2,MIR556,S100A11,gene_sig,UCEC,AC067852.2-MIR556-S100A11
AC092368.3,MIR625,CALR,gene_sig,UCEC,AC092368.3-MIR625-CALR
AC100861.1,MIR126,ADM,lnc_gene_sig,UCEC,AC100861.1-MIR126-ADM
AC100861.1,MIR126,AKT1,lnc_sig,UCEC,AC100861.1-MIR126-AKT1
AC100861.1,MIR126,TFRC,lnc_gene_sig,UCEC,AC100861.1-MIR126-TFRC
AC104667.2,MIR218-2,HLA-A,lnc_gene_sig,UCEC,AC104667.2-MIR218-2-HLA-A
AC104667.2,MIR218-2,S100A11,lnc_gene_sig,UCEC,AC104667.2-MIR218-2-S100A11
LBX2-AS1,MIR455,CXCL16,lnc_gene_sig,UCEC,LBX2-AS1-MIR455-CXCL16
LBX2-AS1,MIR455,PPIA,lnc_gene_sig,UCEC,LBX2-AS1-MIR455-PPIA
LBX2-AS1,MIR491,HLA-C,lnc_sig,UCEC,LBX2-AS1-MIR491-HLA-C
NORAD,MIR132,PLSCR1,lnc_sig,UCEC,NORAD-MIR132-PLSCR1
PITPNA-AS1,MIR374A,TOR2A,gene_sig,UCEC,PITPNA-AS1-MIR374A-TOR2A
PITPNA-AS1,MIR766,CALR,gene_sig,UCEC,PITPNA-AS1-MIR766-CALR
PITPNA-AS1,MIR766,PDF,gene_sig,UCEC,PITPNA-AS1-MIR766-PDF
RAB11B-AS1,MIR30B,ADRM1,gene_sig,UCEC,RAB11B-AS1-MIR30B-ADRM1
RAB11B-AS1,MIR30C1,SEM1,gene_sig,UCEC,RAB11B-AS1-MIR30C1-SEM1
STK4-AS1,MIR126,AKT1,lnc_sig,UCEC,STK4-AS1-MIR126-AKT1
STK4-AS1,MIR126,TFRC,lnc_gene_sig,UCEC,STK4-AS1-MIR126-TFRC
