lncRNA,miRNA,gene,DE_type,cancer,ceRNA
CARMN,MIR324,AHNAK,lnc_miR_gene_sig,COAD,CARMN-MIR324-AHNAK
CARMN,MIR324,ANXA6,lnc_miR_sig,COAD,CARMN-MIR324-ANXA6
CARMN,MIR324,GRAP2,lnc_miR_gene_sig,COAD,CARMN-MIR324-GRAP2
CARMN,MIR324,SP1,lnc_miR_sig,COAD,CARMN-MIR324-SP1
CARMN,MIR324,TCF7L2,lnc_miR_sig,COAD,CARMN-MIR324-TCF7L2
CDKN2B-AS1,MIR324,AHNAK,lnc_miR_gene_sig,COAD,CDKN2B-AS1-MIR324-AHNAK
CDKN2B-AS1,MIR324,GRAP2,lnc_miR_gene_sig,COAD,CDKN2B-AS1-MIR324-GRAP2
CDKN2B-AS1,MIR324,TCF7L2,lnc_miR_sig,COAD,CDKN2B-AS1-MIR324-TCF7L2
CDKN2B-AS1,MIR324,TGFA,lnc_miR_gene_sig,COAD,CDKN2B-AS1-MIR324-TGFA
CDKN2B-AS1,MIR324,VAV3,lnc_miR_sig,COAD,CDKN2B-AS1-MIR324-VAV3
CKMT2-AS1,MIR324,AHNAK,miR_gene_sig,COAD,CKMT2-AS1-MIR324-AHNAK
CKMT2-AS1,MIR324,GRAP2,miR_gene_sig,COAD,CKMT2-AS1-MIR324-GRAP2
CKMT2-AS1,MIR324,HMGB1,miR_gene_sig,COAD,CKMT2-AS1-MIR324-HMGB1
CKMT2-AS1,MIR324,PSMD11,miR_sig,COAD,CKMT2-AS1-MIR324-PSMD11
CKMT2-AS1,MIR324,SP1,miR_sig,COAD,CKMT2-AS1-MIR324-SP1
CKMT2-AS1,MIR324,TCF7L2,miR_sig,COAD,CKMT2-AS1-MIR324-TCF7L2
CKMT2-AS1,MIR324,VAV3,miR_sig,COAD,CKMT2-AS1-MIR324-VAV3
DANCR,MIR135B,BIRC5,lnc_miR_gene_sig,COAD,DANCR-MIR135B-BIRC5
DANCR,MIR145,CDK4,lnc_miR_gene_sig,COAD,DANCR-MIR145-CDK4
DANCR,MIR145,PAK4,lnc_miR_sig,COAD,DANCR-MIR145-PAK4
EPB41L4A-AS1,MIR30E,HSP90AA1,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR30E-HSP90AA1
EPB41L4A-AS1,MIR30E,RELA,lnc_sig,COAD,EPB41L4A-AS1-MIR30E-RELA
EPB41L4A-AS1,MIR30E,UBXN1,lnc_sig,COAD,EPB41L4A-AS1-MIR30E-UBXN1
EPB41L4A-AS1,MIR3619,FGFR4,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR3619-FGFR4
EPB41L4A-AS1,MIR3619,HDGF,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR3619-HDGF
EPB41L4A-AS1,MIR3619,HSP90AB1,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR3619-HSP90AB1
EPB41L4A-AS1,MIR3619,JAG2,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR3619-JAG2
EPB41L4A-AS1,MIR3619,VAV2,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR3619-VAV2
EPB41L4A-AS1,MIR370,HSP90AB1,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR370-HSP90AB1
EPB41L4A-AS1,MIR370,LRSAM1,lnc_gene_sig,COAD,EPB41L4A-AS1-MIR370-LRSAM1
EPB41L4A-AS1,MIR370,MAP2K2,lnc_sig,COAD,EPB41L4A-AS1-MIR370-MAP2K2
EXOC3-AS1,MIR185,HSP90AA1,gene_sig,COAD,EXOC3-AS1-MIR185-HSP90AA1
EXOC3-AS1,MIR185,HSP90AB1,gene_sig,COAD,EXOC3-AS1-MIR185-HSP90AB1
EXOC3-AS1,MIR185,MDK,gene_sig,COAD,EXOC3-AS1-MIR185-MDK
EXOC3-AS1,MIR185,PSME3,gene_sig,COAD,EXOC3-AS1-MIR185-PSME3
EXOC3-AS1,MIR324,GRB2,miR_sig,COAD,EXOC3-AS1-MIR324-GRB2
EXOC3-AS1,MIR324,HSP90AA1,miR_gene_sig,COAD,EXOC3-AS1-MIR324-HSP90AA1
EXOC3-AS1,MIR324,ISG20L2,miR_gene_sig,COAD,EXOC3-AS1-MIR324-ISG20L2
EXOC3-AS1,MIR324,PSMD11,miR_sig,COAD,EXOC3-AS1-MIR324-PSMD11
EXOC3-AS1,MIR324,PSME3,miR_gene_sig,COAD,EXOC3-AS1-MIR324-PSME3
EXOC3-AS1,MIR324,VAV3,miR_sig,COAD,EXOC3-AS1-MIR324-VAV3
EXOC3-AS1,MIR3619,HDGF,gene_sig,COAD,EXOC3-AS1-MIR3619-HDGF
EXOC3-AS1,MIR3619,HSP90AB1,gene_sig,COAD,EXOC3-AS1-MIR3619-HSP90AB1
EXOC3-AS1,MIR3619,VAV2,gene_sig,COAD,EXOC3-AS1-MIR3619-VAV2
EXOC3-AS1,MIR370,HSP90AB1,gene_sig,COAD,EXOC3-AS1-MIR370-HSP90AB1
EXOC3-AS1,MIR370,LRSAM1,gene_sig,COAD,EXOC3-AS1-MIR370-LRSAM1
FUT8-AS1,MIR145,CDK4,lnc_miR_gene_sig,COAD,FUT8-AS1-MIR145-CDK4
FUT8-AS1,MIR145,PAK4,lnc_miR_sig,COAD,FUT8-AS1-MIR145-PAK4
GIHCG,MIR200A,HFE,lnc_sig,COAD,GIHCG-MIR200A-HFE
GIHCG,MIR200A,STAT3,lnc_sig,COAD,GIHCG-MIR200A-STAT3
GIHCG,MIR200A,VCAM1,lnc_sig,COAD,GIHCG-MIR200A-VCAM1
GIHCG,MIR200B,RHOA,lnc_sig,COAD,GIHCG-MIR200B-RHOA
GIHCG,MIR429,AVPR1A,lnc_miR_sig,COAD,GIHCG-MIR429-AVPR1A
GIHCG,MIR429,MALT1,lnc_miR_sig,COAD,GIHCG-MIR429-MALT1
HEIH,MIR3619,FGFR4,gene_sig,COAD,HEIH-MIR3619-FGFR4
HEIH,MIR98,PPP4C,gene_sig,COAD,HEIH-MIR98-PPP4C
HEIH,MIR98,SEMA4C,gene_sig,COAD,HEIH-MIR98-SEMA4C
HEIH,MIR98,SOCS1,gene_sig,COAD,HEIH-MIR98-SOCS1
HEIH,MIRLET7G,SOCS1,gene_sig,COAD,HEIH-MIRLET7G-SOCS1
HOXA11-AS,MIR3619,FGFR4,gene_sig,COAD,HOXA11-AS-MIR3619-FGFR4
HOXA11-AS,MIR3619,JAG2,gene_sig,COAD,HOXA11-AS-MIR3619-JAG2
HOXA11-AS,MIR98,PPP4C,gene_sig,COAD,HOXA11-AS-MIR98-PPP4C
HOXA11-AS,MIR98,SEMA4C,gene_sig,COAD,HOXA11-AS-MIR98-SEMA4C
HOXA11-AS,MIR98,SOCS1,gene_sig,COAD,HOXA11-AS-MIR98-SOCS1
HOXA11-AS,MIRLET7G,SOCS1,gene_sig,COAD,HOXA11-AS-MIRLET7G-SOCS1
LINC00205,MIR324,AHNAK,miR_gene_sig,COAD,LINC00205-MIR324-AHNAK
LINC00205,MIR324,ANXA6,miR_sig,COAD,LINC00205-MIR324-ANXA6
LINC00205,MIR324,GRAP2,miR_gene_sig,COAD,LINC00205-MIR324-GRAP2
LINC00205,MIR324,GRB2,miR_sig,COAD,LINC00205-MIR324-GRB2
LINC00205,MIR324,HMGB1,miR_gene_sig,COAD,LINC00205-MIR324-HMGB1
LINC00205,MIR324,HSP90AA1,miR_gene_sig,COAD,LINC00205-MIR324-HSP90AA1
LINC00205,MIR324,ISG20L2,miR_gene_sig,COAD,LINC00205-MIR324-ISG20L2
LINC00205,MIR324,PSMD11,miR_sig,COAD,LINC00205-MIR324-PSMD11
LINC00205,MIR324,PSME3,miR_gene_sig,COAD,LINC00205-MIR324-PSME3
LINC00205,MIR324,SP1,miR_sig,COAD,LINC00205-MIR324-SP1
LINC00205,MIR324,TCF7L2,miR_sig,COAD,LINC00205-MIR324-TCF7L2
LINC00662,MIR132,NR1D2,lnc_sig,COAD,LINC00662-MIR132-NR1D2
LINC00857,MIR370,HSP90AB1,lnc_gene_sig,COAD,LINC00857-MIR370-HSP90AB1
LINC00857,MIR370,IFNGR2,lnc_sig,COAD,LINC00857-MIR370-IFNGR2
LINC00857,MIR370,LRSAM1,lnc_gene_sig,COAD,LINC00857-MIR370-LRSAM1
LINC01023,MIR370,LRSAM1,gene_sig,COAD,LINC01023-MIR370-LRSAM1
LINC01128,MIR324,AHNAK,miR_gene_sig,COAD,LINC01128-MIR324-AHNAK
LINC01128,MIR324,ANXA6,miR_sig,COAD,LINC01128-MIR324-ANXA6
LINC01128,MIR324,GRAP2,miR_gene_sig,COAD,LINC01128-MIR324-GRAP2
LINC01128,MIR324,GRB2,miR_sig,COAD,LINC01128-MIR324-GRB2
LINC01128,MIR324,HMGB1,miR_gene_sig,COAD,LINC01128-MIR324-HMGB1
LINC01128,MIR324,HSP90AA1,miR_gene_sig,COAD,LINC01128-MIR324-HSP90AA1
LINC01128,MIR324,ISG20L2,miR_gene_sig,COAD,LINC01128-MIR324-ISG20L2
LINC01128,MIR324,PSMD11,miR_sig,COAD,LINC01128-MIR324-PSMD11
LINC01128,MIR324,SP1,miR_sig,COAD,LINC01128-MIR324-SP1
LINC01128,MIR324,TCF7L2,miR_sig,COAD,LINC01128-MIR324-TCF7L2
LINC01140,MIR429,AVPR1A,lnc_miR_sig,COAD,LINC01140-MIR429-AVPR1A
LINC01140,MIR429,CRLF3,lnc_miR_sig,COAD,LINC01140-MIR429-CRLF3
LINC01140,MIR429,KRAS,lnc_miR_sig,COAD,LINC01140-MIR429-KRAS
LINC01140,MIR429,MALT1,lnc_miR_sig,COAD,LINC01140-MIR429-MALT1
LINC01550,MIR25,BMPR1A,lnc_miR_sig,COAD,LINC01550-MIR25-BMPR1A
LINC01550,MIR25,C3,lnc_miR_sig,COAD,LINC01550-MIR25-C3
LINC01550,MIR25,CCR4,lnc_miR_sig,COAD,LINC01550-MIR25-CCR4
LINC01550,MIR25,CTSE,lnc_miR_gene_sig,COAD,LINC01550-MIR25-CTSE
LINC01550,MIR25,FGF2,lnc_miR_gene_sig,COAD,LINC01550-MIR25-FGF2
LINC01550,MIR25,IL6ST,lnc_miR_gene_sig,COAD,LINC01550-MIR25-IL6ST
LINC01550,MIR25,IREB2,lnc_miR_sig,COAD,LINC01550-MIR25-IREB2
LINC01550,MIR25,ITGAV,lnc_miR_gene_sig,COAD,LINC01550-MIR25-ITGAV
LINC01550,MIR25,OSMR,lnc_miR_sig,COAD,LINC01550-MIR25-OSMR
LINC01550,MIR25,PDGFRL,lnc_miR_sig,COAD,LINC01550-MIR25-PDGFRL
LINC01550,MIR25,TLR3,lnc_miR_gene_sig,COAD,LINC01550-MIR25-TLR3
LINC01550,MIR25,TNFSF10,lnc_miR_gene_sig,COAD,LINC01550-MIR25-TNFSF10
LINC01550,MIR25,UBR1,lnc_miR_sig,COAD,LINC01550-MIR25-UBR1
LINC01588,MIR210,BTK,lnc_gene_sig,COAD,LINC01588-MIR210-BTK
LINC01588,MIR210,TFRC,lnc_gene_sig,COAD,LINC01588-MIR210-TFRC
LINC01816,MIR3173,GRB2,lnc_sig,COAD,LINC01816-MIR3173-GRB2
LINC01816,MIR3173,IFNLR1,lnc_sig,COAD,LINC01816-MIR3173-IFNLR1
LINC01816,MIR3173,JUND,lnc_sig,COAD,LINC01816-MIR3173-JUND
LINC01816,MIR3173,RXRB,lnc_sig,COAD,LINC01816-MIR3173-RXRB
LINC01915,MIR25,BMPR1A,lnc_miR_sig,COAD,LINC01915-MIR25-BMPR1A
LINC01915,MIR25,CCR4,lnc_miR_sig,COAD,LINC01915-MIR25-CCR4
LINC01915,MIR25,FGF2,lnc_miR_gene_sig,COAD,LINC01915-MIR25-FGF2
LINC01915,MIR25,IL6ST,lnc_miR_gene_sig,COAD,LINC01915-MIR25-IL6ST
LINC01915,MIR25,IREB2,lnc_miR_sig,COAD,LINC01915-MIR25-IREB2
LINC01915,MIR25,ITGAV,lnc_miR_gene_sig,COAD,LINC01915-MIR25-ITGAV
LINC01915,MIR25,NRAS,lnc_miR_sig,COAD,LINC01915-MIR25-NRAS
LINC01915,MIR25,OSMR,lnc_miR_sig,COAD,LINC01915-MIR25-OSMR
LINC01915,MIR25,TANK,lnc_miR_sig,COAD,LINC01915-MIR25-TANK
LINC01915,MIR25,TLR3,lnc_miR_gene_sig,COAD,LINC01915-MIR25-TLR3
LINC01915,MIR25,TNFSF10,lnc_miR_gene_sig,COAD,LINC01915-MIR25-TNFSF10
LINC01915,MIR25,UBR1,lnc_miR_sig,COAD,LINC01915-MIR25-UBR1
LINC02397,MIR210,BTK,lnc_gene_sig,COAD,LINC02397-MIR210-BTK
MALAT1,MIR25,BMPR1A,lnc_miR_sig,COAD,MALAT1-MIR25-BMPR1A
MALAT1,MIR25,CCR4,lnc_miR_sig,COAD,MALAT1-MIR25-CCR4
MALAT1,MIR25,FGF2,lnc_miR_gene_sig,COAD,MALAT1-MIR25-FGF2
MALAT1,MIR25,IL6ST,lnc_miR_gene_sig,COAD,MALAT1-MIR25-IL6ST
MALAT1,MIR25,IREB2,lnc_miR_sig,COAD,MALAT1-MIR25-IREB2
MALAT1,MIR25,ITGAV,lnc_miR_gene_sig,COAD,MALAT1-MIR25-ITGAV
MALAT1,MIR25,NRAS,lnc_miR_sig,COAD,MALAT1-MIR25-NRAS
MALAT1,MIR25,OSMR,lnc_miR_sig,COAD,MALAT1-MIR25-OSMR
MALAT1,MIR25,TANK,lnc_miR_sig,COAD,MALAT1-MIR25-TANK
MALAT1,MIR25,UBR1,lnc_miR_sig,COAD,MALAT1-MIR25-UBR1
MAPKAPK5-AS1,MIR145,CDK4,miR_gene_sig,COAD,MAPKAPK5-AS1-MIR145-CDK4
MAPKAPK5-AS1,MIR145,PAK4,miR_sig,COAD,MAPKAPK5-AS1-MIR145-PAK4
MAPKAPK5-AS1,MIR23B,HDGF,miR_gene_sig,COAD,MAPKAPK5-AS1-MIR23B-HDGF
MAPKAPK5-AS1,MIR23B,PRDX1,miR_gene_sig,COAD,MAPKAPK5-AS1-MIR23B-PRDX1
MAPKAPK5-AS1,MIR23B,PSMD14,miR_gene_sig,COAD,MAPKAPK5-AS1-MIR23B-PSMD14
MAPKAPK5-AS1,MIR26A2,GRK2,gene_sig,COAD,MAPKAPK5-AS1-MIR26A2-GRK2
MAPKAPK5-AS1,MIR26A2,HSPA8,gene_sig,COAD,MAPKAPK5-AS1-MIR26A2-HSPA8
MAPKAPK5-AS1,MIR26A2,PPIA,gene_sig,COAD,MAPKAPK5-AS1-MIR26A2-PPIA
MAPKAPK5-AS1,MIR27B,TMSB10,miR_gene_sig,COAD,MAPKAPK5-AS1-MIR27B-TMSB10
MAPKAPK5-AS1,MIR27B,TOR2A,miR_sig,COAD,MAPKAPK5-AS1-MIR27B-TOR2A
MAPKAPK5-AS1,MIR27B,TPT1,miR_gene_sig,COAD,MAPKAPK5-AS1-MIR27B-TPT1
MAPKAPK5-AS1,MIR27B,UBXN1,miR_sig,COAD,MAPKAPK5-AS1-MIR27B-UBXN1
MAPKAPK5-AS1,MIR30A,HDGF,gene_sig,COAD,MAPKAPK5-AS1-MIR30A-HDGF
MAPKAPK5-AS1,MIR30A,HSPA5,gene_sig,COAD,MAPKAPK5-AS1-MIR30A-HSPA5
MAPKAPK5-AS1,MIR30A,PSMD7,gene_sig,COAD,MAPKAPK5-AS1-MIR30A-PSMD7
MAPKAPK5-AS1,MIR30A,TNFRSF10B,gene_sig,COAD,MAPKAPK5-AS1-MIR30A-TNFRSF10B
MAPKAPK5-AS1,MIR30B,PSME3,gene_sig,COAD,MAPKAPK5-AS1-MIR30B-PSME3
MAPKAPK5-AS1,MIR30E,HSP90AA1,gene_sig,COAD,MAPKAPK5-AS1-MIR30E-HSP90AA1
MAPKAPK5-AS1,MIR30E,PSMD7,gene_sig,COAD,MAPKAPK5-AS1-MIR30E-PSMD7
MAPKAPK5-AS1,MIR4676,GRK2,gene_sig,COAD,MAPKAPK5-AS1-MIR4676-GRK2
MAPKAPK5-AS1,MIR505,HSP90AB1,gene_sig,COAD,MAPKAPK5-AS1-MIR505-HSP90AB1
MAPKAPK5-AS1,MIR556,S100A11,gene_sig,COAD,MAPKAPK5-AS1-MIR556-S100A11
MEG8,MIR25,BMPR1A,miR_sig,COAD,MEG8-MIR25-BMPR1A
MEG8,MIR25,CCR4,miR_sig,COAD,MEG8-MIR25-CCR4
MEG8,MIR25,FGF2,miR_gene_sig,COAD,MEG8-MIR25-FGF2
MEG8,MIR25,IL6ST,miR_gene_sig,COAD,MEG8-MIR25-IL6ST
MEG8,MIR25,IREB2,miR_sig,COAD,MEG8-MIR25-IREB2
MEG8,MIR25,ITGAV,miR_gene_sig,COAD,MEG8-MIR25-ITGAV
MEG8,MIR25,NRAS,miR_sig,COAD,MEG8-MIR25-NRAS
MEG8,MIR25,OSMR,miR_sig,COAD,MEG8-MIR25-OSMR
MEG8,MIR25,TANK,miR_sig,COAD,MEG8-MIR25-TANK
MEG8,MIR25,UBR1,miR_sig,COAD,MEG8-MIR25-UBR1
MNX1-AS1,MIR370,HSP90AB1,lnc_gene_sig,COAD,MNX1-AS1-MIR370-HSP90AB1
MNX1-AS1,MIR370,IFNGR2,lnc_sig,COAD,MNX1-AS1-MIR370-IFNGR2
MNX1-AS1,MIR370,LRSAM1,lnc_gene_sig,COAD,MNX1-AS1-MIR370-LRSAM1
MNX1-AS1,MIR370,MAP2K2,lnc_sig,COAD,MNX1-AS1-MIR370-MAP2K2
MNX1-AS1,MIR744,ADRM1,lnc_gene_sig,COAD,MNX1-AS1-MIR744-ADRM1
MNX1-AS1,MIR744,CDK4,lnc_gene_sig,COAD,MNX1-AS1-MIR744-CDK4
MNX1-AS1,MIR744,NFKBIB,lnc_sig,COAD,MNX1-AS1-MIR744-NFKBIB
MNX1-AS1,MIR744,NR2F6,lnc_sig,COAD,MNX1-AS1-MIR744-NR2F6
MNX1-AS1,MIR744,OGFR,lnc_gene_sig,COAD,MNX1-AS1-MIR744-OGFR
MNX1-AS1,MIR744,PAK4,lnc_sig,COAD,MNX1-AS1-MIR744-PAK4
MNX1-AS1,MIR744,PSMD4,lnc_gene_sig,COAD,MNX1-AS1-MIR744-PSMD4
MNX1-AS1,MIR744,TOR2A,lnc_sig,COAD,MNX1-AS1-MIR744-TOR2A
NORAD,MIR210,TFRC,lnc_gene_sig,COAD,NORAD-MIR210-TFRC
NORAD,MIR324,ANXA6,lnc_miR_sig,COAD,NORAD-MIR324-ANXA6
NORAD,MIR324,GRB2,lnc_miR_sig,COAD,NORAD-MIR324-GRB2
NORAD,MIR324,HMGB1,lnc_miR_gene_sig,COAD,NORAD-MIR324-HMGB1
NORAD,MIR324,ISG20L2,lnc_miR_gene_sig,COAD,NORAD-MIR324-ISG20L2
NORAD,MIR324,PSMD11,lnc_miR_sig,COAD,NORAD-MIR324-PSMD11
NORAD,MIR324,PSME3,lnc_miR_gene_sig,COAD,NORAD-MIR324-PSME3
NORAD,MIR324,SP1,lnc_miR_sig,COAD,NORAD-MIR324-SP1
NORAD,MIR324,VAV3,lnc_miR_sig,COAD,NORAD-MIR324-VAV3
NR2F1-AS1,MIR25,BMPR1A,miR_sig,COAD,NR2F1-AS1-MIR25-BMPR1A
NR2F1-AS1,MIR25,C3,miR_sig,COAD,NR2F1-AS1-MIR25-C3
NR2F1-AS1,MIR25,CCR4,miR_sig,COAD,NR2F1-AS1-MIR25-CCR4
NR2F1-AS1,MIR25,FGF2,miR_gene_sig,COAD,NR2F1-AS1-MIR25-FGF2
NR2F1-AS1,MIR25,IL6ST,miR_gene_sig,COAD,NR2F1-AS1-MIR25-IL6ST
NR2F1-AS1,MIR25,IREB2,miR_sig,COAD,NR2F1-AS1-MIR25-IREB2
NR2F1-AS1,MIR25,ITGAV,miR_gene_sig,COAD,NR2F1-AS1-MIR25-ITGAV
NR2F1-AS1,MIR25,NRAS,miR_sig,COAD,NR2F1-AS1-MIR25-NRAS
NR2F1-AS1,MIR25,OSMR,miR_sig,COAD,NR2F1-AS1-MIR25-OSMR
NR2F1-AS1,MIR25,PDGFRL,miR_sig,COAD,NR2F1-AS1-MIR25-PDGFRL
NR2F1-AS1,MIR25,TANK,miR_sig,COAD,NR2F1-AS1-MIR25-TANK
NR2F1-AS1,MIR25,TLR3,miR_gene_sig,COAD,NR2F1-AS1-MIR25-TLR3
NR2F1-AS1,MIR25,UBR1,miR_sig,COAD,NR2F1-AS1-MIR25-UBR1
PDCD4-AS1,MIR141,HLA-DRB1,lnc_sig,COAD,PDCD4-AS1-MIR141-HLA-DRB1
PDCD4-AS1,MIR200A,VCAM1,lnc_sig,COAD,PDCD4-AS1-MIR200A-VCAM1
PDCD4-AS1,MIR216A,HMOX1,lnc_gene_sig,COAD,PDCD4-AS1-MIR216A-HMOX1
PDCD4-AS1,MIR216A,PAK4,lnc_sig,COAD,PDCD4-AS1-MIR216A-PAK4
PDCD4-AS1,MIR216A,TOR2A,lnc_sig,COAD,PDCD4-AS1-MIR216A-TOR2A
PDCD4-AS1,MIR4677,NR2F6,lnc_sig,COAD,PDCD4-AS1-MIR4677-NR2F6
PITPNA-AS1,MIR32,AEN,lnc_gene_sig,COAD,PITPNA-AS1-MIR32-AEN
PITPNA-AS1,MIR32,IFITM1,lnc_gene_sig,COAD,PITPNA-AS1-MIR32-IFITM1
PRKAG2-AS1,MIR491,B2M,lnc_gene_sig,COAD,PRKAG2-AS1-MIR491-B2M
PSMA3-AS1,MIR324,AHNAK,miR_gene_sig,COAD,PSMA3-AS1-MIR324-AHNAK
PSMA3-AS1,MIR324,GRAP2,miR_gene_sig,COAD,PSMA3-AS1-MIR324-GRAP2
PSMA3-AS1,MIR324,HMGB1,miR_gene_sig,COAD,PSMA3-AS1-MIR324-HMGB1
PSMA3-AS1,MIR324,HSP90AA1,miR_gene_sig,COAD,PSMA3-AS1-MIR324-HSP90AA1
PSMA3-AS1,MIR324,PSMD11,miR_sig,COAD,PSMA3-AS1-MIR324-PSMD11
PSMA3-AS1,MIR324,SP1,miR_sig,COAD,PSMA3-AS1-MIR324-SP1
PSMA3-AS1,MIR324,TCF7L2,miR_sig,COAD,PSMA3-AS1-MIR324-TCF7L2
PSMA3-AS1,MIR324,VAV3,miR_sig,COAD,PSMA3-AS1-MIR324-VAV3
RAB11B-AS1,MIR30A,PSMD7,gene_sig,COAD,RAB11B-AS1-MIR30A-PSMD7
RAB11B-AS1,MIR370,LRSAM1,gene_sig,COAD,RAB11B-AS1-MIR370-LRSAM1
RNASEH1-AS1,MIR409,PPP3R1,lnc_sig,COAD,RNASEH1-AS1-MIR409-PPP3R1
RNASEH1-AS1,MIR579,PAK4,lnc_sig,COAD,RNASEH1-AS1-MIR579-PAK4
SNHG21,MIR4676,GRK2,lnc_gene_sig,COAD,SNHG21-MIR4676-GRK2
SNHG29,MIR140,GDF15,lnc_gene_sig,COAD,SNHG29-MIR140-GDF15
SNHG29,MIR27B,TMSB10,lnc_miR_gene_sig,COAD,SNHG29-MIR27B-TMSB10
SNHG29,MIR27B,TPT1,lnc_miR_gene_sig,COAD,SNHG29-MIR27B-TPT1
SNHG29,MIR27B,UBXN1,lnc_miR_sig,COAD,SNHG29-MIR27B-UBXN1
SNHG29,MIR374A,HSP90AA1,lnc_gene_sig,COAD,SNHG29-MIR374A-HSP90AA1
SNHG5,MIR425,HSP90AA1,lnc_gene_sig,COAD,SNHG5-MIR425-HSP90AA1
SNHG5,MIR425,PSMD8,lnc_sig,COAD,SNHG5-MIR425-PSMD8
SNHG5,MIR425,PSME3,lnc_gene_sig,COAD,SNHG5-MIR425-PSME3
SNHG5,MIR425,RAC1,lnc_sig,COAD,SNHG5-MIR425-RAC1
SNHG9,MIR199A1,AKT1,lnc_sig,COAD,SNHG9-MIR199A1-AKT1
SNHG9,MIR199A1,PAK4,lnc_sig,COAD,SNHG9-MIR199A1-PAK4
SNHG9,MIR199B,PAK4,lnc_sig,COAD,SNHG9-MIR199B-PAK4
SPINT1-AS1,MIR135B,BIRC5,miR_gene_sig,COAD,SPINT1-AS1-MIR135B-BIRC5
SPINT1-AS1,MIR7-3,PRDX1,gene_sig,COAD,SPINT1-AS1-MIR7-3-PRDX1
TYMSOS,MIR23B,PRDX1,lnc_miR_gene_sig,COAD,TYMSOS-MIR23B-PRDX1
TYMSOS,MIR23B,PSMD14,lnc_miR_gene_sig,COAD,TYMSOS-MIR23B-PSMD14
UCA1,MIR145,CDK4,lnc_miR_gene_sig,COAD,UCA1-MIR145-CDK4
Z93241.1,MIR429,AVPR1A,miR_sig,COAD,Z93241.1-MIR429-AVPR1A
Z93241.1,MIR429,CRLF3,miR_sig,COAD,Z93241.1-MIR429-CRLF3
Z93241.1,MIR429,MALT1,miR_sig,COAD,Z93241.1-MIR429-MALT1
ARRDC1-AS1,MIR193A,HMGB1,lnc_gene_sig,ESCA,ARRDC1-AS1-MIR193A-HMGB1
ARRDC1-AS1,MIR193A,MAVS,lnc_sig,ESCA,ARRDC1-AS1-MIR193A-MAVS
CYTOR,MIR27B,PAK2,lnc_miR_gene_sig,ESCA,CYTOR-MIR27B-PAK2
CYTOR,MIR27B,PLXND1,lnc_miR_gene_sig,ESCA,CYTOR-MIR27B-PLXND1
DSG2-AS1,MIR342,FAM3C,gene_sig,ESCA,DSG2-AS1-MIR342-FAM3C
MAPKAPK5-AS1,MIR23B,CHUK,lnc_sig,ESCA,MAPKAPK5-AS1-MIR23B-CHUK
MAPKAPK5-AS1,MIR23B,HDGF,lnc_gene_sig,ESCA,MAPKAPK5-AS1-MIR23B-HDGF
MAPKAPK5-AS1,MIR23B,PSMD14,lnc_gene_sig,ESCA,MAPKAPK5-AS1-MIR23B-PSMD14
MAPKAPK5-AS1,MIR23B,SRC,lnc_sig,ESCA,MAPKAPK5-AS1-MIR23B-SRC
MAPKAPK5-AS1,MIR27B,PAK2,lnc_miR_gene_sig,ESCA,MAPKAPK5-AS1-MIR27B-PAK2
MAPKAPK5-AS1,MIR27B,PLXND1,lnc_miR_gene_sig,ESCA,MAPKAPK5-AS1-MIR27B-PLXND1
MAPKAPK5-AS1,MIR27B,TOR2A,lnc_miR_gene_sig,ESCA,MAPKAPK5-AS1-MIR27B-TOR2A
AC037198.1,MIR149,ACTG1,lnc_sig,HNSC,AC037198.1-MIR149-ACTG1
AC037198.1,MIR149,FURIN,lnc_gene_sig,HNSC,AC037198.1-MIR149-FURIN
AC037198.1,MIR149,ULBP3,lnc_gene_sig,HNSC,AC037198.1-MIR149-ULBP3
AC093797.1,MIR210,BTK,lnc_gene_sig,HNSC,AC093797.1-MIR210-BTK
AC127521.1,MIR210,BTK,lnc_gene_sig,HNSC,AC127521.1-MIR210-BTK
AL137782.1,MIR205,CREB1,lnc_miR_sig,HNSC,AL137782.1-MIR205-CREB1
AL137782.1,MIR205,ESRRG,lnc_miR_gene_sig,HNSC,AL137782.1-MIR205-ESRRG
AL137782.1,MIR205,HSPA8,lnc_miR_sig,HNSC,AL137782.1-MIR205-HSPA8
AL137782.1,MIR205,NFAT5,lnc_miR_sig,HNSC,AL137782.1-MIR205-NFAT5
AL390955.2,MIR149,FURIN,gene_sig,HNSC,AL390955.2-MIR149-FURIN
AL390955.2,MIR149,ULBP3,gene_sig,HNSC,AL390955.2-MIR149-ULBP3
AL596244.1,MIR141,MALT1,lnc_gene_sig,HNSC,AL596244.1-MIR141-MALT1
AL596244.1,MIR141,SHC1,lnc_gene_sig,HNSC,AL596244.1-MIR141-SHC1
CYTOR,MIR27B,EDNRA,lnc_gene_sig,HNSC,CYTOR-MIR27B-EDNRA
CYTOR,MIR27B,MET,lnc_gene_sig,HNSC,CYTOR-MIR27B-MET
CYTOR,MIR27B,THBS1,lnc_sig,HNSC,CYTOR-MIR27B-THBS1
